model_type,trial_id,val_loss,val_accuracy,accuracy,composite_score,num_conv1d_layers,filters,kernel_size,padding,activation,kernel_initializer,add_pooling_0,pool_size,strides,num_dense_layers,units,bias_initializer,dropout_rate,learning_rate,focal_gamma,focal_alpha,add_pooling_1,add_pooling_2
buy_trials_Conv1D,140,10.284638404846191,0.9854297041893005,0.984570324420929,1.4783742070198058,3,32,3,same,relu,glorot_normal,False,2,2,1,32,zeros,0.5,0.0001,1.0,0.9,False,False
buy_trials_Conv1D,141,3.165205717086792,0.9789453148841858,0.9759960770606995,1.4789582288265228,3,32,3,valid,relu,glorot_normal,True,3,2,1,32,he_normal,0.5,0.0001,1.0,0.6,True,True
buy_trials_Conv1D,142,1.736108422279358,0.975781261920929,0.9668750166893005,1.503857012629509,3,32,7,valid,relu,glorot_normal,True,3,2,1,32,zeros,0.1,0.0001,2.0,0.1,True,True
buy_trials_Conv1D,143,4.253946781158447,0.9913671612739563,0.9898437261581421,1.4876133570671082,3,32,7,same,relu,glorot_normal,True,2,2,1,32,zeros,0.4,0.0001,1.5,0.4,True,True
buy_trials_Conv1D,144,3.1461222171783447,0.9630078077316284,0.9510546922683716,1.4674562709331513,3,32,3,valid,relu,glorot_normal,True,3,2,1,32,zeros,0.30000000000000004,0.0001,2.0,0.4,True,True
buy_trials_Conv1D,145,1.761608600616455,0.9513280987739563,0.944531261920929,1.4455529518127441,3,32,7,valid,relu,glorot_normal,True,3,2,1,32,he_normal,0.2,0.0001,2.0,0.1,True,True
buy_trials_Conv1D,146,6.1670756340026855,0.9922656416893005,0.9914648532867432,1.4987756991386414,3,32,7,valid,relu,glorot_normal,False,3,2,1,32,he_normal,0.1,0.0001,1.0,0.1,True,False
buy_trials_Conv1D,147,4.2641520500183105,0.9847656488418579,0.9804101586341858,1.4692794620990752,3,32,3,same,relu,glorot_normal,True,3,2,1,32,zeros,0.5,0.0001,1.0,0.9,True,True
buy_trials_Conv1D,148,2.944934606552124,0.9874218702316284,0.9825976490974426,1.4891556618213653,3,32,7,valid,relu,glorot_normal,True,2,2,1,32,zeros,0.5,0.0001,3.0,0.9,True,False
buy_trials_Conv1D,149,3.0936312675476074,0.9741015434265137,0.969531238079071,1.4711481022834778,3,32,7,valid,relu,glorot_normal,True,2,2,1,32,zeros,0.30000000000000004,0.0001,2.0,0.30000000000000004,True,False
