model_type,trial_id,val_loss,val_accuracy,accuracy,composite_score,num_LSTM_layers,units_first,activation,kernel_initializer,forget_bias,dropout,recurrent_dropout,num_dense_layers,units,bias_initializer,dropout_rate,learning_rate,focal_gamma,focal_alpha
direction_1_trials_LSTM,000,61.15058135986328,0.5435156226158142,0.5394140481948853,0.9823650412559509,2,32,tanh,glorot_normal,True,0.30000000000000004,0.35000000000000003,1,64,zeros,0.5,0.001715074355925934,3.0,0.1
direction_1_trials_LSTM,001,1051.651611328125,0.4564843773841858,0.48738279938697815,-0.09909950137138357,3,32,tanh,glorot_normal,False,0.30000000000000004,0.45,1,64,glorot_normal,0.1,0.00014111965749931114,2.5,0.7000000000000001
direction_1_trials_LSTM,002,154.6427001953125,0.5435156226158142,0.5399804711341858,0.8888729224205016,3,64,relu,glorot_normal,True,0.30000000000000004,0.30000000000000004,2,128,zeros,0.2,0.0010277342442932575,1.0,0.5
direction_1_trials_LSTM,003,46.083927154541016,0.5435156226158142,0.5399609208106995,0.9974316954612732,3,32,gelu,glorot_normal,False,0.2,0.25,1,64,he_normal,0.30000000000000004,0.0033137745378583987,1.5,0.2
direction_1_trials_LSTM,004,4116.04296875,0.4564843773841858,0.4724999964237213,-3.1595585913658146,2,64,relu,he_normal,False,0.45,0.45,2,96,zeros,0.1,0.0003623815491328145,3.0,0.8
direction_1_trials_LSTM,005,2553.5439453125,0.4564843773841858,0.4660351574420929,-1.597112586259842,2,32,relu,he_normal,True,0.25,0.4,2,96,zeros,0.30000000000000004,0.0001272703380605649,3.0,0.9
direction_1_trials_LSTM,006,255.85719299316406,0.5435156226158142,0.537304699420929,0.7876584296226501,2,32,gelu,he_normal,True,0.25,0.30000000000000004,1,64,he_normal,0.30000000000000004,0.0001395510628578222,1.0,0.1
direction_1_trials_LSTM,007,252.07925415039062,0.4564843773841858,0.46119141578674316,0.7043932619094848,3,96,tanh,he_normal,False,0.45,0.2,2,64,zeros,0.5,0.0025890919266874407,3.0,0.9
direction_1_trials_LSTM,008,2056.945556640625,0.5427343845367432,0.5191406011581421,-1.0187116208076477,1,96,tanh,he_normal,True,0.30000000000000004,0.2,2,32,glorot_normal,0.1,0.00010805627988186071,1.0,0.30000000000000004
direction_1_trials_LSTM,009,78.29039001464844,0.4564843773841858,0.4594140648841858,0.8781939873695374,3,64,gelu,he_normal,False,0.25,0.4,1,32,he_normal,0.5,0.006353350532750873,1.0,0.6
direction_1_trials_LSTM,010,44.057334899902344,0.4564843773841858,0.46656250953674316,0.9124270424842834,2,32,relu,he_normal,False,0.30000000000000004,0.4,1,32,he_normal,0.2,0.0013291852527485804,3.0,0.6
direction_1_trials_LSTM,011,155.7789306640625,0.4564843773841858,0.45873045921325684,0.8007054467201233,2,96,relu,glorot_normal,False,0.2,0.4,1,64,glorot_normal,0.1,0.001027905840968144,1.5,0.6
direction_1_trials_LSTM,012,1167.8389892578125,0.5435156226158142,0.5363085865974426,-0.12247514581680297,2,96,tanh,glorot_normal,True,0.2,0.45,2,64,he_normal,0.4,0.00030969640670569564,2.5,0.30000000000000004
direction_1_trials_LSTM,013,538.161865234375,0.4564843773841858,0.4712499976158142,0.4149844136238098,1,96,tanh,glorot_normal,True,0.35000000000000003,0.4,2,64,he_normal,0.2,0.0004938970115853091,2.5,0.6
direction_1_trials_LSTM,014,282.38031005859375,0.5435156226158142,0.52880859375,0.7611353125572204,3,32,gelu,he_normal,False,0.45,0.45,1,128,glorot_normal,0.5,0.0003484786063390684,1.5,0.5
direction_1_trials_LSTM,015,212.68727111816406,0.4564843773841858,0.45970702171325684,0.7437971062660217,3,96,tanh,glorot_normal,False,0.25,0.35000000000000003,1,32,glorot_normal,0.2,0.003049541549141375,2.5,0.8
direction_1_trials_LSTM,016,33.52216720581055,0.5435156226158142,0.5418554544448853,1.0099934554100036,3,32,gelu,glorot_normal,True,0.30000000000000004,0.45,1,32,he_normal,0.2,0.006351062743654629,3.0,0.4
direction_1_trials_LSTM,017,52.019134521484375,0.5435156226158142,0.5391796827316284,0.9914964880943298,1,32,gelu,he_normal,False,0.35000000000000003,0.30000000000000004,2,128,he_normal,0.30000000000000004,0.00207431648016279,2.5,0.5
direction_1_trials_LSTM,018,354.0024108886719,0.4564843773841858,0.4601367115974426,0.6024819664955139,1,128,relu,he_normal,False,0.30000000000000004,0.35000000000000003,1,128,zeros,0.1,0.00023183657189474222,2.0,0.6
direction_1_trials_LSTM,019,450.1816711425781,0.5431249737739563,0.513476550579071,0.594883731842041,1,32,tanh,he_normal,True,0.35000000000000003,0.25,1,32,glorot_normal,0.4,0.00022692088176343598,2.0,0.30000000000000004
direction_1_trials_LSTM,020,329.2674865722656,0.5435156226158142,0.5402148365974426,0.7142481360435486,3,96,tanh,he_normal,False,0.45,0.35000000000000003,2,128,he_normal,0.2,0.0012872737477703168,3.0,0.2
direction_1_trials_LSTM,021,44.420921325683594,0.4564843773841858,0.46205079555511475,0.9120634560585021,1,32,relu,glorot_normal,False,0.35000000000000003,0.2,1,64,he_normal,0.30000000000000004,0.0005017603502099382,3.0,0.4
direction_1_trials_LSTM,022,130.119140625,0.4564843773841858,0.4588867127895355,0.8263652367591858,3,128,gelu,glorot_normal,False,0.2,0.35000000000000003,1,128,zeros,0.5,0.006695608114388132,2.5,0.8
direction_1_trials_LSTM,023,264.6929931640625,0.5435156226158142,0.5404492020606995,0.7788226294517517,3,96,relu,glorot_normal,True,0.4,0.2,1,32,zeros,0.2,0.0002933768012428558,2.5,0.30000000000000004
direction_1_trials_LSTM,024,47.263771057128906,0.5435156226158142,0.5394140481948853,0.9962518515586853,1,32,gelu,glorot_normal,False,0.35000000000000003,0.35000000000000003,2,96,glorot_normal,0.5,0.0021765065892749877,2.0,0.5
direction_1_trials_LSTM,025,278.1538391113281,0.5435156226158142,0.5224023461341858,0.7653617835044861,2,64,gelu,glorot_normal,False,0.2,0.45,1,64,glorot_normal,0.5,0.00031570701500918154,1.0,0.1
direction_1_trials_LSTM,026,97.19412994384766,0.4564843773841858,0.45894530415534973,0.8592902474403381,2,96,gelu,he_normal,False,0.25,0.25,2,64,he_normal,0.2,0.00727915929887585,1.5,0.6
direction_1_trials_LSTM,027,81.53668212890625,0.5435156226158142,0.5400390625,0.962035445690155,1,96,tanh,glorot_normal,True,0.30000000000000004,0.2,1,64,glorot_normal,0.2,0.008616178537110575,2.0,0.2
direction_1_trials_LSTM,028,356.0383605957031,0.5435156226158142,0.5401562452316284,0.6873542082309723,2,128,tanh,he_normal,False,0.30000000000000004,0.2,1,64,he_normal,0.2,0.001263698656945194,2.5,0.4
direction_1_trials_LSTM,029,20.529499053955078,0.4564843773841858,0.4598437547683716,0.9359548783302307,1,32,relu,glorot_normal,False,0.25,0.25,2,96,he_normal,0.1,0.00829014608439077,1.5,0.7000000000000001
direction_1_trials_LSTM,030,50.369895935058594,0.4564843773841858,0.48486328125,0.9061144814491272,2,32,relu,glorot_normal,True,0.25,0.45,1,32,he_normal,0.5,0.0004706052466815514,1.0,0.9
direction_1_trials_LSTM,031,126.85100555419922,0.4564843773841858,0.4601171910762787,0.8296333718299865,2,96,gelu,he_normal,False,0.4,0.35000000000000003,2,96,zeros,0.1,0.0043367212336025045,1.0,0.9
direction_1_trials_LSTM,032,187.22605895996094,0.5435156226158142,0.5401366949081421,0.8562895636558533,3,64,gelu,he_normal,True,0.4,0.4,1,64,zeros,0.4,0.0019003838058425906,2.0,0.2
direction_1_trials_LSTM,033,233.97642517089844,0.4564843773841858,0.4891992211341858,0.7225079522132873,2,32,gelu,glorot_normal,True,0.4,0.4,1,32,zeros,0.2,0.00021347610418606298,3.0,0.8
direction_1_trials_LSTM,034,198.68247985839844,0.4564843773841858,0.45853516459465027,0.7578018975257874,3,96,gelu,glorot_normal,False,0.45,0.25,2,128,he_normal,0.4,0.001996334459987542,3.0,0.9
direction_1_trials_LSTM,035,69.1483383178711,0.5435156226158142,0.5411328077316284,0.9750015969276429,1,64,tanh,glorot_normal,True,0.4,0.25,1,96,glorot_normal,0.30000000000000004,0.0048640356869126,2.5,0.2
direction_1_trials_LSTM,036,263.8341369628906,0.5435156226158142,0.5321484208106995,0.7796814856529236,1,32,gelu,he_normal,True,0.35000000000000003,0.2,1,96,zeros,0.4,0.00011202631862509904,3.0,0.1
direction_1_trials_LSTM,037,2241.534423828125,0.5435156226158142,0.5384374856948853,-1.198018801212311,3,96,gelu,he_normal,True,0.45,0.4,1,32,glorot_normal,0.1,0.00020193356985061988,3.0,0.7000000000000001
direction_1_trials_LSTM,038,441.5815124511719,0.4564843773841858,0.46058595180511475,0.5149028649330138,1,64,gelu,glorot_normal,True,0.25,0.35000000000000003,2,32,glorot_normal,0.30000000000000004,0.0001333046266612092,2.5,0.9
direction_1_trials_LSTM,039,876415.8125,0.536914050579071,0.5381445288658142,-875.3832368032932,3,32,relu,he_normal,False,0.45,0.2,2,64,zeros,0.5,0.002596905757124934,3.0,0.2
direction_1_trials_LSTM,040,68.03601837158203,0.5435156226158142,0.5023046731948853,0.9754796042442322,2,32,relu,glorot_normal,True,0.4,0.2,2,64,glorot_normal,0.5,0.0003584911744295724,1.5,0.30000000000000004
direction_1_trials_LSTM,041,84.3381576538086,0.5435156226158142,0.5402148365974426,0.9591774649620056,1,96,tanh,he_normal,False,0.25,0.25,1,32,he_normal,0.2,0.0072136325692250145,3.0,0.1
direction_1_trials_LSTM,042,211.68936157226562,0.5435156226158142,0.5396289229393005,0.828291556596756,2,64,tanh,glorot_normal,True,0.30000000000000004,0.35000000000000003,1,64,glorot_normal,0.30000000000000004,0.0008927767055463657,2.0,0.5
direction_1_trials_LSTM,043,165.43875122070312,0.4564843773841858,0.46048828959465027,0.7910456261634826,2,64,gelu,he_normal,False,0.25,0.35000000000000003,1,64,he_normal,0.2,0.0007174963132031653,2.0,0.6
direction_1_trials_LSTM,044,385.623046875,0.4564843773841858,0.46064454317092896,0.5708613305091859,2,128,gelu,he_normal,False,0.35000000000000003,0.30000000000000004,2,96,glorot_normal,0.30000000000000004,0.0007393009371260088,2.5,0.9
direction_1_trials_LSTM,045,777.3816528320312,0.5391796827316284,0.5124804973602295,0.2603915987014771,1,64,tanh,glorot_normal,True,0.30000000000000004,0.2,2,96,he_normal,0.30000000000000004,0.0002489896172023261,1.0,0.5
direction_1_trials_LSTM,046,89.13619995117188,0.5435156226158142,0.5398632884025574,0.9543794226646424,1,32,gelu,glorot_normal,True,0.30000000000000004,0.35000000000000003,1,64,he_normal,0.4,0.0005572189533366712,3.0,0.2
direction_1_trials_LSTM,047,728.8814697265625,0.5208203196525574,0.5050390362739563,0.2967026319503784,1,32,tanh,glorot_normal,True,0.4,0.30000000000000004,1,64,zeros,0.4,0.0001,1.5,0.1
direction_1_trials_LSTM,048,248.3087921142578,0.4564843773841858,0.45976561307907104,0.708175585269928,3,128,gelu,glorot_normal,True,0.4,0.2,1,32,zeros,0.5,0.002257493398402055,2.5,0.9
direction_1_trials_LSTM,049,195.51429748535156,0.5435156226158142,0.5413281321525574,0.8480013251304627,2,96,gelu,glorot_normal,False,0.4,0.4,1,128,he_normal,0.2,0.0015374310001573497,2.0,0.30000000000000004
direction_1_trials_LSTM,050,113.3684310913086,0.5435156226158142,0.5385351777076721,0.9301471915245056,1,64,gelu,glorot_normal,True,0.25,0.4,1,128,zeros,0.4,0.0010523503617250794,2.5,0.30000000000000004
direction_1_trials_LSTM,051,1022.9089965820312,0.5435156226158142,0.5256640911102295,0.02246623134613035,2,64,relu,glorot_normal,True,0.4,0.2,1,32,he_normal,0.4,0.0001,1.5,0.5
direction_1_trials_LSTM,052,130.17779541015625,0.4564843773841858,0.45992186665534973,0.8263065819740295,1,64,gelu,glorot_normal,False,0.35000000000000003,0.2,1,96,glorot_normal,0.30000000000000004,0.0007981067312896065,2.0,0.9
direction_1_trials_LSTM,053,2208.06884765625,0.4564843773841858,0.46097657084465027,-1.2459826469421387,1,96,tanh,glorot_normal,True,0.30000000000000004,0.2,1,64,glorot_normal,0.1,0.0001,3.0,0.4
direction_1_trials_LSTM,054,226.83920288085938,0.5435156226158142,0.5397070050239563,0.8166764197349549,2,96,gelu,glorot_normal,True,0.35000000000000003,0.4,1,32,zeros,0.4,0.0009830757913786687,2.5,0.1
direction_1_trials_LSTM,055,1598599168.0,0.4564843773841858,0.46042969822883606,-1598598.2115156227,3,128,gelu,he_normal,False,0.45,0.30000000000000004,2,64,zeros,0.5,0.01,3.0,0.9
direction_1_trials_LSTM,056,66.73580932617188,0.4564843773841858,0.45945313572883606,0.8897485680580139,3,32,relu,he_normal,True,0.4,0.4,2,128,glorot_normal,0.1,0.004534685055057433,1.5,0.7000000000000001
direction_1_trials_LSTM,057,62.752174377441406,0.5435156226158142,0.5403125286102295,0.9807634482383728,1,32,gelu,glorot_normal,True,0.30000000000000004,0.30000000000000004,2,96,zeros,0.1,0.0012945376038555698,1.5,0.4
direction_1_trials_LSTM,058,84.98916625976562,0.5435156226158142,0.5395312309265137,0.9585692524909973,1,64,tanh,he_normal,True,0.45,0.4,1,32,glorot_normal,0.1,0.0026349676937534013,2.5,0.1
direction_1_trials_LSTM,059,187.72793579101562,0.4564843773841858,0.4587109386920929,0.7696953339576721,1,128,gelu,glorot_normal,True,0.4,0.4,1,64,zeros,0.5,0.001609221242289777,1.5,0.9
direction_1_trials_LSTM,060,1352.1285400390625,0.5435156226158142,0.5274609327316284,-0.3129184589385987,1,64,tanh,glorot_normal,True,0.30000000000000004,0.35000000000000003,2,128,he_normal,0.2,0.00011748028099436183,1.5,0.30000000000000004
direction_1_trials_LSTM,061,132.70904541015625,0.4564843773841858,0.46146485209465027,0.8239152836799621,2,32,tanh,he_normal,True,0.35000000000000003,0.35000000000000003,2,128,glorot_normal,0.2,0.0008301833361543263,1.0,0.6
direction_1_trials_LSTM,062,44.664546966552734,0.4564843773841858,0.46025389432907104,0.911426946401596,1,32,tanh,glorot_normal,True,0.45,0.30000000000000004,2,96,he_normal,0.5,0.006660018208822088,1.5,0.7000000000000001
direction_1_trials_LSTM,063,979.823486328125,0.4574218690395355,0.49210938811302185,-0.02058713269233703,3,32,tanh,he_normal,True,0.35000000000000003,0.35000000000000003,1,64,zeros,0.30000000000000004,0.0001274039645260783,2.0,0.30000000000000004
direction_1_trials_LSTM,064,71.771484375,0.5435156226158142,0.5390820503234863,0.9717441382408142,2,32,gelu,glorot_normal,True,0.25,0.4,1,64,zeros,0.4,0.001299063067588104,3.0,0.30000000000000004
direction_1_trials_LSTM,065,459.987548828125,0.4564843773841858,0.4593164026737213,0.5029746613502503,2,32,tanh,glorot_normal,True,0.25,0.30000000000000004,2,32,zeros,0.2,0.0002883037737310615,1.5,0.9
direction_1_trials_LSTM,066,217.5953369140625,0.5435156226158142,0.5396484136581421,0.8259202857017517,2,96,gelu,he_normal,True,0.45,0.30000000000000004,2,96,zeros,0.4,0.002362834585947454,3.0,0.4
direction_1_trials_LSTM,067,189.38845825195312,0.5435156226158142,0.5302734375,0.854127164363861,1,64,gelu,glorot_normal,True,0.4,0.35000000000000003,2,32,he_normal,0.1,0.0006333224579771703,1.0,0.5
direction_1_trials_LSTM,068,639.2703857421875,0.4564843773841858,0.45884764194488525,0.31721399164199826,3,96,gelu,he_normal,False,0.25,0.35000000000000003,2,96,he_normal,0.2,0.00023325131587004854,1.0,0.6
direction_1_trials_LSTM,069,130.9154815673828,0.4564843773841858,0.46123045682907104,0.825568895816803,2,64,gelu,glorot_normal,False,0.30000000000000004,0.4,2,96,zeros,0.30000000000000004,0.0013409248489073572,3.0,0.6
direction_1_trials_LSTM,070,593.068115234375,0.5047265887260437,0.4963085949420929,0.41688997316360477,1,32,tanh,he_normal,True,0.30000000000000004,0.45,1,96,glorot_normal,0.1,0.00014347520499774358,1.0,0.4
direction_1_trials_LSTM,071,861.655517578125,0.4564843773841858,0.4587695300579071,0.09185184621810916,3,64,tanh,glorot_normal,True,0.4,0.30000000000000004,1,96,he_normal,0.2,0.00031984428494384706,1.5,0.9
