model_type,trial_id,val_loss,val_accuracy,accuracy,composite_score,num_GRU_layers,units_first,activation,kernel_initializer,dropout,recurrent_dropout,num_dense_layers,units,bias_initializer,dropout_rate,learning_rate,focal_gamma,focal_alpha
direction_1_trials_GRU,000,1128.6873779296875,0.4564843773841858,0.46058595180511475,-0.17220300054550175,2,32,gelu,glorot_normal,0.4,0.2,2,32,glorot_normal,0.2,0.00905127409782462,2.5,0.9
direction_1_trials_GRU,001,152.72264099121094,0.5435156226158142,0.5412890911102295,0.8907929816246033,1,128,relu,he_normal,0.15000000000000002,0.2,1,128,glorot_normal,0.30000000000000004,0.0006752863927347823,1.0,0.1
direction_1_trials_GRU,002,4426.6845703125,0.5435156226158142,0.5399804711341858,-3.383240830898285,3,96,tanh,glorot_normal,0.1,0.15000000000000002,2,64,glorot_normal,0.4,0.004255555813913329,1.0,0.30000000000000004
direction_1_trials_GRU,003,2967.512451171875,0.4564843773841858,0.4705859422683716,-2.010995768070221,2,32,gelu,he_normal,0.15000000000000002,0.35,1,64,zeros,0.2,0.00014690651027379393,2.0,0.9
direction_1_trials_GRU,004,2438.212890625,0.4564843773841858,0.46097657084465027,-1.4817285132408142,2,128,gelu,glorot_normal,0.2,0.2,1,96,zeros,0.5,0.008316141310476274,3.0,0.7000000000000001
direction_1_trials_GRU,005,47.220706939697266,0.4564843773841858,0.4593749940395355,0.9092636704444885,1,32,relu,he_normal,0.35,0.25,1,32,he_normal,0.5,0.0003021384939866327,2.5,0.9
direction_1_trials_GRU,006,2175.726806640625,0.5435156226158142,0.5400390625,-1.1307416911125183,2,32,gelu,glorot_normal,0.4,0.4,2,32,he_normal,0.30000000000000004,0.0010953574938066576,1.5,0.4
direction_1_trials_GRU,007,2602.650634765625,0.4564843773841858,0.46097657084465027,-1.6443442029953004,2,64,tanh,he_normal,0.1,0.15000000000000002,1,128,glorot_normal,0.30000000000000004,0.0064974404904634625,2.0,0.8
direction_1_trials_GRU,008,760.1533813476562,0.4564843773841858,0.46041014790534973,0.1963309960365296,1,96,gelu,glorot_normal,0.35,0.30000000000000004,2,128,zeros,0.30000000000000004,0.0009452767099282696,2.5,0.7000000000000001
direction_1_trials_GRU,009,3304.582763671875,0.4564843773841858,0.48705077171325684,-2.3512363324165344,2,32,gelu,glorot_normal,0.25,0.1,1,32,zeros,0.4,0.0003243806953412315,2.5,0.8
direction_1_trials_GRU,010,4699.1455078125,0.5435156226158142,0.5336523652076721,-3.657125544548035,2,64,tanh,glorot_normal,0.1,0.4,2,128,zeros,0.30000000000000004,0.0008019212661756024,1.0,0.30000000000000004
direction_1_trials_GRU,011,3253.8662109375,0.5435156226158142,0.5232226848602295,-2.2103505883216856,3,64,gelu,he_normal,0.25,0.1,2,64,glorot_normal,0.5,0.0015525209418522444,2.5,0.5
direction_1_trials_GRU,012,57.990543365478516,0.5435156226158142,0.539843738079071,0.9855250792503357,1,64,relu,glorot_normal,0.35,0.1,1,64,zeros,0.30000000000000004,0.00036151371126048177,2.0,0.4
direction_1_trials_GRU,013,344.7383117675781,0.5435156226158142,0.5221874713897705,0.698777310848236,2,64,relu,he_normal,0.1,0.4,2,64,he_normal,0.4,0.00030969640670569564,2.5,0.30000000000000004
direction_1_trials_GRU,014,1423.069580078125,0.4564843773841858,0.4598437547683716,-0.4655684666633606,1,96,gelu,glorot_normal,0.4,0.25,2,128,zeros,0.4,0.0004827322539144281,1.5,0.7000000000000001
direction_1_trials_GRU,015,259.32110595703125,0.5435156226158142,0.5402929782867432,0.7841945166587829,2,128,relu,he_normal,0.30000000000000004,0.2,2,128,zeros,0.5,0.0008251039755551379,3.0,0.30000000000000004
direction_1_trials_GRU,016,9638.998046875,0.5437109470367432,0.5192577838897705,-8.589231744766236,2,64,tanh,he_normal,0.2,0.1,1,64,glorot_normal,0.1,0.00026384087338560336,2.0,0.30000000000000004
direction_1_trials_GRU,017,17992.140625,0.4894140660762787,0.49455079436302185,-17.000418369054795,3,96,tanh,he_normal,0.15000000000000002,0.35,1,128,glorot_normal,0.5,0.0002421696251742364,1.0,0.7000000000000001
direction_1_trials_GRU,018,5142.06494140625,0.4564843773841858,0.46830078959465027,-4.1880331163406375,2,128,tanh,glorot_normal,0.2,0.1,2,96,zeros,0.30000000000000004,0.0009629861008872285,2.0,0.9
direction_1_trials_GRU,019,6577.43798828125,0.5435156226158142,0.5394531488418579,-5.533922365665436,3,96,gelu,he_normal,0.25,0.15000000000000002,2,32,glorot_normal,0.2,0.0005347601471523541,2.0,0.4
direction_1_trials_GRU,020,43.59648513793945,0.5435156226158142,0.5402148365974426,0.9999191374778748,3,32,relu,glorot_normal,0.25,0.30000000000000004,1,32,glorot_normal,0.5,0.001998823411028348,2.0,0.2
direction_1_trials_GRU,021,1820.9854736328125,0.4564843773841858,0.4595312476158142,-0.8645010962486268,2,32,gelu,he_normal,0.15000000000000002,0.25,1,128,he_normal,0.30000000000000004,0.0012633033032926032,1.0,0.8
direction_1_trials_GRU,022,18211.2109375,0.5430077910423279,0.5105859637260437,-17.173106701374053,2,128,tanh,he_normal,0.15000000000000002,0.25,2,32,zeros,0.2,0.00016560330324823594,1.0,0.4
direction_1_trials_GRU,023,31.350332260131836,0.5435156226158142,0.5404492020606995,1.0121652903556824,2,32,relu,glorot_normal,0.35,0.25,1,128,glorot_normal,0.5,0.005198673201549641,3.0,0.1
direction_1_trials_GRU,024,109.87500762939453,0.5435156226158142,0.5407617092132568,0.9336406149864197,1,32,gelu,glorot_normal,0.35,0.1,2,128,he_normal,0.4,0.0036990629351355588,2.5,0.1
direction_1_trials_GRU,025,3369.509033203125,0.5360937714576721,0.5078125,-2.328344515800476,1,128,tanh,glorot_normal,0.2,0.1,1,64,zeros,0.4,0.00030290765989813667,1.0,0.1
direction_1_trials_GRU,026,1002.827392578125,0.4564843773841858,0.45894530415534973,-0.04634301519393924,3,64,relu,he_normal,0.30000000000000004,0.4,2,64,he_normal,0.4,0.0013638404825740366,2.0,0.6
direction_1_trials_GRU,027,8194.955078125,0.4564843773841858,0.48783203959465027,-7.2376949462890625,2,128,gelu,glorot_normal,0.1,0.4,1,64,glorot_normal,0.5,0.00031570701500918154,1.0,0.1
direction_1_trials_GRU,028,10289.8154296875,0.5046093463897705,0.5020898580551147,-9.28595847272873,2,96,tanh,he_normal,0.15000000000000002,0.15000000000000002,1,128,glorot_normal,0.4,0.00032149734827404113,3.0,0.30000000000000004
direction_1_trials_GRU,029,1851.1824951171875,0.4564843773841858,0.4598437547683716,-0.8944545135498048,2,32,gelu,glorot_normal,0.2,0.25,1,32,zeros,0.2,0.0015453316687064683,1.5,0.9
direction_1_trials_GRU,030,2284.1044921875,0.5435156226158142,0.5396093726158142,-1.2405888695716856,2,32,gelu,he_normal,0.2,0.25,1,64,zeros,0.1,0.0005405245899425882,2.5,0.30000000000000004
direction_1_trials_GRU,031,2245.2685546875,0.4564843773841858,0.4601171910762787,-1.2905908536911013,2,128,gelu,glorot_normal,0.15000000000000002,0.1,1,64,zeros,0.2,0.006492690297457527,2.5,0.7000000000000001
direction_1_trials_GRU,032,68.39569091796875,0.5435156226158142,0.5401172041893005,0.9751199316978455,1,128,relu,he_normal,0.30000000000000004,0.15000000000000002,1,32,he_normal,0.2,0.009803686089744015,1.5,0.1
direction_1_trials_GRU,033,5092.9365234375,0.5435156226158142,0.540820300579071,-4.049420900821686,3,128,gelu,glorot_normal,0.4,0.25,2,128,he_normal,0.2,0.002269730362400285,2.0,0.5
direction_1_trials_GRU,034,55.63589859008789,0.4564843773841858,0.45853516459465027,0.9008484787940979,2,32,relu,he_normal,0.1,0.4,2,64,he_normal,0.5,0.0017940757181116695,2.5,0.7000000000000001
direction_1_trials_GRU,035,68.9237289428711,0.4564843773841858,0.4588671922683716,0.8875606484413147,1,64,relu,he_normal,0.30000000000000004,0.25,1,64,zeros,0.4,0.0009211376149271358,2.0,0.7000000000000001
direction_1_trials_GRU,036,246.89613342285156,0.5435156226158142,0.5410351753234863,0.7966194891929627,3,32,relu,glorot_normal,0.2,0.15000000000000002,2,128,he_normal,0.4,0.00922049314969164,1.0,0.1
direction_1_trials_GRU,037,7142.15771484375,0.5435156226158142,0.5241015553474426,-6.098642092227935,3,32,tanh,he_normal,0.4,0.35,2,128,he_normal,0.2,0.0005691214031067918,2.0,0.2
direction_1_trials_GRU,038,511.1748352050781,0.4564843773841858,0.4856249988079071,0.4453095421791077,3,96,relu,glorot_normal,0.30000000000000004,0.2,1,128,glorot_normal,0.2,0.00010674541740374034,1.0,0.9
direction_1_trials_GRU,039,23.612651824951172,0.4564843773841858,0.4596289098262787,0.9328717255592346,1,32,relu,glorot_normal,0.1,0.25,1,128,glorot_normal,0.1,0.008779188065391798,2.0,0.6
direction_1_trials_GRU,040,57.34235382080078,0.5435156226158142,0.539746105670929,0.9861732687950134,1,96,relu,glorot_normal,0.25,0.1,2,128,zeros,0.5,0.01,1.0,0.1
direction_1_trials_GRU,041,24.57455825805664,0.5435156226158142,0.5402148365974426,1.0189410643577577,1,32,relu,he_normal,0.25,0.35,2,64,glorot_normal,0.30000000000000004,0.007185728312789617,3.0,0.1
direction_1_trials_GRU,042,48.301177978515625,0.4564843773841858,0.45835936069488525,0.9081831994056702,1,32,relu,glorot_normal,0.4,0.30000000000000004,1,128,glorot_normal,0.1,0.0003604858405189057,1.5,0.9
direction_1_trials_GRU,043,24.61822509765625,0.4564843773841858,0.45970702171325684,0.9318661522865296,1,32,relu,he_normal,0.25,0.1,2,128,he_normal,0.30000000000000004,0.01,2.0,0.9
direction_1_trials_GRU,044,130.3512725830078,0.5435156226158142,0.539355456829071,0.9131643500328064,1,128,relu,glorot_normal,0.35,0.1,1,128,glorot_normal,0.30000000000000004,0.0010542307245350136,1.0,0.1
direction_1_trials_GRU,045,19.534740447998047,0.5435156226158142,0.5396875143051147,1.0239808821678162,1,32,relu,he_normal,0.15000000000000002,0.1,1,64,he_normal,0.5,0.009605669721131358,1.0,0.1
direction_1_trials_GRU,046,450.4575500488281,0.4564843773841858,0.46021485328674316,0.5060268273353576,3,32,relu,he_normal,0.15000000000000002,0.30000000000000004,1,64,he_normal,0.1,0.005104486131710915,3.0,0.9
direction_1_trials_GRU,047,67.87989044189453,0.4564843773841858,0.4606054723262787,0.8886044869422912,3,32,relu,glorot_normal,0.2,0.35,2,128,zeros,0.2,0.0005736242450067316,3.0,0.6
