model_type,trial_id,val_loss,val_accuracy,accuracy,composite_score,num_GRU_layers,units_first,activation,kernel_initializer,dropout,recurrent_dropout,num_dense_layers,units,bias_initializer,dropout_rate,learning_rate,focal_gamma,focal_alpha
direction_14_trials_GRU,000,1359.09619140625,0.4935937523841858,0.4920312464237213,-0.36550142574310307,2,32,gelu,glorot_normal,0.4,0.2,2,32,glorot_normal,0.2,0.00905127409782462,2.5,0.9
direction_14_trials_GRU,001,172.56591796875,0.5064062476158142,0.508496105670929,0.8338403296470642,1,128,relu,he_normal,0.15000000000000002,0.2,1,128,glorot_normal,0.30000000000000004,0.0006752863927347823,1.0,0.1
direction_14_trials_GRU,002,4375.66357421875,0.5064062476158142,0.5099413990974426,-3.369217749118805,3,96,tanh,glorot_normal,0.1,0.15000000000000002,2,64,glorot_normal,0.4,0.004255555813913329,1.0,0.30000000000000004
direction_14_trials_GRU,003,2839.138671875,0.4935937523841858,0.4904101490974426,-1.8453431577682493,2,32,gelu,he_normal,0.15000000000000002,0.35,1,64,zeros,0.2,0.00014690651027379393,2.0,0.9
direction_14_trials_GRU,004,2279.763427734375,0.4935937523841858,0.48966798186302185,-1.2861696753501892,2,128,gelu,glorot_normal,0.2,0.2,1,96,zeros,0.5,0.008316141310476274,3.0,0.7000000000000001
direction_14_trials_GRU,005,40.25240707397461,0.5064062476158142,0.5025195479393005,0.9661538405418396,1,32,relu,he_normal,0.35,0.25,1,32,he_normal,0.5,0.0003021384939866327,2.5,0.9
direction_14_trials_GRU,006,2032.734375,0.5064062476158142,0.5094335675239563,-1.0263281273841858,2,32,gelu,glorot_normal,0.4,0.4,2,32,he_normal,0.30000000000000004,0.0010953574938066576,1.5,0.4
direction_14_trials_GRU,007,2499.9072265625,0.4935937523841858,0.4894335865974426,-1.5063134741783144,2,64,tanh,he_normal,0.1,0.15000000000000002,1,128,glorot_normal,0.30000000000000004,0.0064974404904634625,2.0,0.8
direction_14_trials_GRU,008,691.0631103515625,0.4935937523841858,0.49072265625,0.30306666660308834,1,96,gelu,glorot_normal,0.35,0.30000000000000004,2,128,zeros,0.30000000000000004,0.0009452767099282696,2.5,0.7000000000000001
direction_14_trials_GRU,009,3280.10791015625,0.4935937523841858,0.494140625,-2.280794972896576,2,32,gelu,glorot_normal,0.25,0.1,1,32,zeros,0.4,0.0003243806953412315,2.5,0.8
