model_type,trial_id,val_loss,val_accuracy,accuracy,composite_score,num_GRU_layers,units_first,activation,kernel_initializer,dropout,recurrent_dropout,num_dense_layers,units,bias_initializer,dropout_rate,learning_rate,focal_gamma,focal_alpha
buy_trials_GRU,00,3320.958740234375,0.9948437213897705,0.9945703148841858,-1.8154670662879946,2,32,gelu,glorot_normal,0.4,0.2,2,32,glorot_normal,0.2,0.00905127409782462,2.5,0.9
buy_trials_GRU,01,1133.64111328125,0.9948437213897705,0.9948437213897705,0.36375011062622065,1,128,relu,he_normal,0.15000000000000002,0.2,1,128,glorot_normal,0.30000000000000004,0.0006752863927347823,1.0,0.1
buy_trials_GRU,02,13157.49609375,0.9948437213897705,0.994335949420929,-11.673281281232834,3,96,tanh,glorot_normal,0.1,0.15000000000000002,2,64,glorot_normal,0.4,0.004255555813913329,1.0,0.30000000000000004
buy_trials_GRU,03,5127.43115234375,0.9948437213897705,0.9693750143051147,-3.6230448465347287,2,32,gelu,he_normal,0.15000000000000002,0.35,1,64,zeros,0.2,0.00014690651027379393,2.0,0.9
buy_trials_GRU,04,7718.50390625,0.9948437213897705,0.9948046803474426,-6.083177282333374,2,128,gelu,glorot_normal,0.2,0.2,1,96,zeros,0.5,0.008316141310476274,3.0,0.7000000000000001
buy_trials_GRU,05,658.298583984375,0.005156250204890966,0.3214062452316284,-0.16601413563266398,1,32,relu,he_normal,0.35,0.25,1,32,he_normal,0.5,0.0003021384939866327,2.5,0.9
buy_trials_GRU,06,5072.11083984375,0.9948437213897705,0.9936718940734863,-3.5462406358718876,2,32,gelu,glorot_normal,0.4,0.4,2,32,he_normal,0.30000000000000004,0.0010953574938066576,1.5,0.4
buy_trials_GRU,07,5431.859375,0.9948437213897705,0.9945312738418579,-3.899874568939209,2,64,tanh,he_normal,0.1,0.15000000000000002,1,128,glorot_normal,0.30000000000000004,0.0064974404904634625,2.0,0.8
buy_trials_GRU,08,4011.022705078125,0.9948437213897705,0.9910547137260437,-2.5130818667411807,1,96,gelu,glorot_normal,0.35,0.30000000000000004,2,128,zeros,0.30000000000000004,0.0009452767099282696,2.5,0.7000000000000001
buy_trials_GRU,09,6262.09423828125,0.9948437213897705,0.9733984470367432,-4.730481305599213,2,32,gelu,glorot_normal,0.25,0.1,1,32,zeros,0.4,0.0003243806953412315,2.5,0.8
buy_trials_GRU,10,18054.810546875,0.9940624833106995,0.7756249904632568,-16.614601128339768,2,64,tanh,glorot_normal,0.1,0.4,2,128,zeros,0.30000000000000004,0.0008019212661756024,1.0,0.30000000000000004
buy_trials_GRU,11,9209.52734375,0.9948437213897705,0.8372265696525574,-7.71468362236023,3,64,gelu,he_normal,0.25,0.1,2,64,glorot_normal,0.5,0.0015525209418522444,2.5,0.5
buy_trials_GRU,12,972.7557983398438,0.005156250204890966,0.15828125178813934,-0.4703879428245127,1,64,relu,glorot_normal,0.35,0.1,1,64,zeros,0.30000000000000004,0.00036151371126048177,2.0,0.4
buy_trials_GRU,13,2913.25537109375,0.9948437213897705,0.7711328268051147,-1.4184116497039794,2,64,relu,he_normal,0.1,0.4,2,64,he_normal,0.4,0.00030969640670569564,2.5,0.30000000000000004
buy_trials_GRU,14,5137.8544921875,0.9948437213897705,0.9413281083106995,-3.65566540312767,1,96,gelu,glorot_normal,0.4,0.25,2,128,zeros,0.4,0.0004827322539144281,1.5,0.7000000000000001
buy_trials_GRU,15,1988.918701171875,0.9948437213897705,0.9950000047683716,-0.49407497978210446,2,128,relu,he_normal,0.30000000000000004,0.2,2,128,zeros,0.5,0.0008251039755551379,3.0,0.30000000000000004
buy_trials_GRU,16,34533.74609375,0.9948437213897705,0.9008984565734863,-33.06205797219276,2,64,tanh,he_normal,0.2,0.1,1,64,glorot_normal,0.1,0.00026384087338560336,2.0,0.30000000000000004
buy_trials_GRU,17,69983.9375,0.9885937571525574,0.6129297018051147,-68.45608418989181,3,96,tanh,he_normal,0.15000000000000002,0.35,1,128,glorot_normal,0.5,0.0002421696251742364,1.0,0.7000000000000001
buy_trials_GRU,18,20338.845703125,0.9948437213897705,0.772265613079071,-18.830869051933288,2,128,tanh,glorot_normal,0.2,0.1,2,96,zeros,0.30000000000000004,0.0009629861008872285,2.0,0.9
buy_trials_GRU,19,18118.0546875,0.9948437213897705,0.7896093726158142,-16.62321096611023,3,96,gelu,he_normal,0.25,0.15000000000000002,2,32,glorot_normal,0.2,0.0005347601471523541,2.0,0.4
buy_trials_GRU,20,65.97096252441406,0.9948437213897705,0.9946093559265137,1.4288727588653565,3,32,relu,glorot_normal,0.25,0.30000000000000004,1,32,glorot_normal,0.5,0.001998823411028348,2.0,0.2
buy_trials_GRU,21,3663.968505859375,0.9948437213897705,0.994140625,-2.1691247844696044,2,32,gelu,he_normal,0.15000000000000002,0.25,1,128,he_normal,0.30000000000000004,0.0012633033032926032,1.0,0.8
