model_type,trial_id,val_loss,val_accuracy,accuracy,composite_score,num_conv1d_layers,filters,kernel_size,padding,activation,kernel_initializer,add_pooling_0,pool_size,strides,num_dense_layers,units,bias_initializer,dropout_rate,learning_rate,focal_gamma,focal_alpha,add_pooling_1,add_pooling_2
buy_trials_Conv1D,00,62.18510818481445,0.9947656393051147,0.9930468797683716,1.4295249884128571,2,32,5,same,gelu,glorot_normal,True,2,1,1,128,glorot_normal,0.5,0.00015159319577885927,3.0,0.1,True,
buy_trials_Conv1D,01,43.396080017089844,0.9948437213897705,0.9946874976158142,1.4514476413726807,2,32,3,same,gelu,glorot_normal,False,2,1,1,96,he_normal,0.5,0.00044412650444693207,1.0,0.30000000000000004,True,
buy_trials_Conv1D,02,24.00066566467285,0.9948437213897705,0.9948437213897705,1.4710001139640807,2,64,7,valid,relu,glorot_normal,True,2,1,2,32,he_normal,0.1,0.0006237028864858578,1.0,0.2,False,
buy_trials_Conv1D,03,9.924383163452148,0.9948437213897705,0.9949609637260437,1.4849193382263184,2,128,5,valid,relu,glorot_normal,False,2,1,2,32,he_normal,0.5,0.005704251931830293,2.5,0.30000000000000004,False,
buy_trials_Conv1D,04,104.339111328125,0.9948437213897705,0.9946874976158142,1.3905046100616456,1,128,7,same,relu,glorot_normal,True,3,1,2,128,glorot_normal,0.1,0.001047217795168058,1.0,0.9,True,
buy_trials_Conv1D,05,120.7061996459961,0.5894531011581421,0.5582812428474426,0.9768770942687989,2,32,7,valid,gelu,glorot_normal,False,2,1,2,96,zeros,0.1,0.000100697884207127,2.5,0.5,True,
buy_trials_Conv1D,06,75.42341613769531,0.9948437213897705,0.9944921731948853,1.4259109530448915,3,64,7,same,gelu,glorot_normal,False,3,2,2,128,zeros,0.30000000000000004,0.0009452767099282696,2.5,0.7000000000000001,False,True
buy_trials_Conv1D,07,97.39765930175781,0.9948437213897705,0.9946093559265137,1.3977209587097168,1,96,3,valid,relu,glorot_normal,False,2,2,1,128,he_normal,0.2,0.00044489082371598814,3.0,0.4,False,True
buy_trials_Conv1D,08,41.49674987792969,0.9948437213897705,0.9950000047683716,1.4533469715118408,3,128,3,valid,relu,glorot_normal,False,3,1,1,128,glorot_normal,0.1,0.003298757461307946,1.5,0.6,True,True
buy_trials_Conv1D,09,15.46350383758545,0.9948437213897705,0.9946874976158142,1.479380217552185,2,96,3,same,relu,glorot_normal,True,2,1,1,32,glorot_normal,0.2,0.001300398010371077,1.5,0.6,False,False
buy_trials_Conv1D,10,6.942480087280273,0.9947656393051147,0.994335949420929,1.4888047285079955,2,32,7,valid,relu,he_normal,True,2,2,1,32,he_normal,0.30000000000000004,0.000628226540956973,3.0,0.5,True,True
buy_trials_Conv1D,11,59.716392517089844,0.8921093940734863,0.4905078113079071,1.3325893392562866,1,96,5,same,gelu,he_normal,True,2,2,2,64,he_normal,0.5,0.00017850071151495693,3.0,0.5,True,False
buy_trials_Conv1D,12,6.884607315063477,0.9948437213897705,0.9950390458106995,1.487959114074707,2,64,7,valid,relu,glorot_normal,False,2,2,1,32,glorot_normal,0.2,0.003049541549141375,2.5,0.8,True,False
buy_trials_Conv1D,13,125.13308715820312,0.9921093583106995,0.9531640410423279,1.4195514421463014,3,32,7,same,gelu,glorot_normal,False,3,1,2,128,glorot_normal,0.2,0.00010957237595130019,2.5,0.7000000000000001,False,True
buy_trials_Conv1D,14,32.306453704833984,0.9948437213897705,0.9765625,1.4625372676849366,2,96,7,valid,gelu,he_normal,True,2,1,2,32,glorot_normal,0.2,0.0005347601471523541,2.0,0.4,True,False
buy_trials_Conv1D,15,17.19032096862793,0.005156250204890966,0.04042968899011612,0.48800520869717,1,32,5,valid,relu,glorot_normal,True,3,2,2,32,glorot_normal,0.1,0.0008402218420646586,2.5,0.2,False,False
buy_trials_Conv1D,16,27.68735122680664,0.9948437213897705,0.8122265338897705,1.467195649623871,3,96,5,valid,relu,he_normal,True,3,2,2,32,glorot_normal,0.5,0.0001945808497432753,1.0,0.2,False,False
