model_type,trial_id,val_loss,val_accuracy,accuracy,composite_score,num_conv1d_layers,filters,kernel_size,padding,activation,kernel_initializer,add_pooling_0,pool_size,strides,num_dense_layers,units,bias_initializer,dropout_rate,learning_rate,focal_gamma,focal_alpha,add_pooling_1,add_pooling_2
sell_trials_Conv1D,28,72.35291290283203,0.9950781464576721,0.9957812428474426,1.4227252335548402,1,64,5,same,relu,he_normal,True,2,1,1,128,he_normal,0.5,0.0010575697475283586,1.0,0.5,True,False
sell_trials_Conv1D,29,57.02861785888672,0.9950781464576721,0.9955078363418579,1.4380495285987853,3,32,7,same,gelu,he_normal,True,3,2,2,128,zeros,0.1,0.0017311246306854196,1.0,0.2,True,True
sell_trials_Conv1D,30,51.32469177246094,0.9950781464576721,0.9957031011581421,1.4437926745414733,1,64,7,same,gelu,glorot_normal,True,3,1,2,96,zeros,0.4,0.006086137545191556,2.5,0.2,False,True
sell_trials_Conv1D,31,42.099185943603516,0.9948437213897705,0.9948828220367432,1.4525482573509216,1,128,3,valid,relu,glorot_normal,True,3,2,1,64,zeros,0.1,0.00022102350500721615,2.5,0.7000000000000001,False,True
sell_trials_Conv1D,32,27.696744918823242,0.9950781464576721,0.9957422018051147,1.4673814015388489,2,96,7,same,relu,glorot_normal,False,3,1,2,32,zeros,0.2,0.0001231642465909657,1.0,0.9,False,True
sell_trials_Conv1D,33,34.15945816040039,0.9950781464576721,0.9955078363418579,1.4602120752334595,3,32,7,valid,relu,glorot_normal,False,2,1,1,96,he_normal,0.1,0.000581434737371341,2.5,0.5,False,False
sell_trials_Conv1D,34,38.6938362121582,0.9950781464576721,0.9957031011581421,1.4563058109283447,2,128,5,same,relu,glorot_normal,False,3,2,2,96,glorot_normal,0.1,0.0028168240891253142,1.0,0.9,True,True
sell_trials_Conv1D,35,26.67517852783203,0.9950781464576721,0.9954296946525574,1.46840296792984,3,96,5,same,relu,glorot_normal,True,3,1,2,64,zeros,0.1,0.0018144908224752639,1.0,0.9,True,False
sell_trials_Conv1D,36,106.63629150390625,0.9950781464576721,0.9951562285423279,1.3884418549537658,2,64,5,same,gelu,glorot_normal,True,3,1,2,128,glorot_normal,0.4,0.0004600955422725711,1.0,0.2,True,False
sell_trials_Conv1D,37,65.60296630859375,0.9950781464576721,0.9950000047683716,1.4294751801490784,1,96,7,same,gelu,he_normal,True,2,1,2,64,glorot_normal,0.2,0.000602836972293706,2.5,0.5,False,False
sell_trials_Conv1D,38,74.41051483154297,0.9950781464576721,0.9954687356948853,1.420667631626129,1,64,7,same,gelu,he_normal,True,2,1,2,128,he_normal,0.2,0.0027797935227671933,2.5,0.4,True,False
sell_trials_Conv1D,39,16.43585968017578,0.9950781464576721,0.9957031011581421,1.4786422867774964,1,32,7,same,gelu,glorot_normal,False,3,1,1,64,zeros,0.1,0.0033178639809267113,1.5,0.7000000000000001,True,True
sell_trials_Conv1D,40,53.02202606201172,0.9950781464576721,0.9959765672683716,1.4420561203956603,1,128,5,same,relu,glorot_normal,False,2,2,2,128,zeros,0.2,0.004817411854480006,1.0,0.1,False,True
sell_trials_Conv1D,41,40.7060661315918,0.994921863079071,0.9952343702316284,1.4538232407569884,1,32,3,same,relu,glorot_normal,False,3,1,1,96,glorot_normal,0.30000000000000004,0.001073016218061893,3.0,0.30000000000000004,True,False
sell_trials_Conv1D,42,80.73854064941406,0.9950781464576721,0.9955468773841858,1.414339605808258,2,96,5,valid,relu,glorot_normal,True,3,1,2,96,zeros,0.30000000000000004,0.00016532573957315442,2.0,0.5,True,False
sell_trials_Conv1D,43,23.390453338623047,0.9950781464576721,0.9956250190734863,1.4717269129753112,2,32,7,same,relu,he_normal,True,3,1,1,64,glorot_normal,0.2,0.0013822274593552758,3.0,0.4,True,False
sell_trials_Conv1D,44,33.95045471191406,0.9950781464576721,0.9942187666893005,1.4610491924285889,2,64,3,same,relu,glorot_normal,True,3,1,2,64,glorot_normal,0.30000000000000004,0.0017259745092203106,1.5,0.6,True,True
sell_trials_Conv1D,45,17.537321090698242,0.9950781464576721,0.9957422018051147,1.477540825366974,2,32,3,same,gelu,glorot_normal,True,3,2,1,128,zeros,0.2,0.008453355630521282,2.0,0.6,False,True
sell_trials_Conv1D,46,59.498260498046875,0.9950781464576721,0.9959375262260437,1.4355798859596252,2,96,3,same,gelu,he_normal,False,2,1,1,96,zeros,0.30000000000000004,0.0010153958908885,2.5,0.2,True,False
sell_trials_Conv1D,47,26.56206703186035,0.004921874962747097,0.03750000149011612,0.43878381391614674,3,96,7,valid,gelu,glorot_normal,False,2,1,2,32,he_normal,0.2,0.0010176040617332672,2.0,0.6,False,False
sell_trials_Conv1D,48,84.54486083984375,0.9950781464576721,0.976367175579071,1.4273521666526794,2,128,7,same,gelu,glorot_normal,True,3,1,2,96,zeros,0.4,0.0008213805680931154,2.0,0.1,False,False
sell_trials_Conv1D,49,66.8337173461914,0.9950781464576721,0.9434375166893005,1.4282444291114806,3,128,7,valid,gelu,he_normal,False,3,2,2,96,glorot_normal,0.2,0.00024359196179105856,3.0,0.8,True,True
