model_type,timeframe,architecture,trial_id,composite_score,val_accuracy,val_auc,val_loss,accuracy,hp_num_conv1d_layers,hp_filters,hp_kernel_size,hp_padding,hp_activation,hp_kernel_initializer,hp_add_pooling_0,hp_pool_size,hp_strides,hp_num_dense_layers,hp_units,hp_bias_initializer,hp_dropout_rate,hp_learning_rate,hp_focal_gamma,hp_focal_alpha,hp_add_pooling_1,hp_add_pooling_2,hp_num_conv_layers,hp_num_lstm_layers,hp_units_first,hp_forget_bias,hp_dropout,hp_recurrent_dropout,hp_num_GRU_layers,hp_num_LSTM_layers
long_signal,,LSTM,066,-0.23174585103988643,0.9950390458106995,0.5,17.26784896850586,0.9949609637260437,,,,,relu,glorot_normal,,,,2,32,zeros,0.5,0.0064010147364560715,3.0,0.1,,,,,32.0,False,0.45,0.2,,1.0
long_signal,,LSTM,067,-4.70570787191391,0.9950390458106995,0.5,62.007469177246094,0.9948828220367432,,,,,relu,glorot_normal,,,,1,32,zeros,0.1,0.01,1.0,0.1,,,,,96.0,False,0.2,0.45,,2.0
long_signal,,LSTM,068,-0.006523454189300448,0.9950390458106995,0.5,15.015625,0.9949609637260437,,,,,relu,he_normal,,,,1,32,he_normal,0.1,0.01,3.0,0.30000000000000004,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,069,0.035942900180816695,0.9950390458106995,0.5,14.590961456298828,0.994824230670929,,,,,relu,glorot_normal,,,,1,64,he_normal,0.5,0.01,1.0,0.1,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,070,-0.9429316878318788,0.9950390458106995,0.5,24.37970733642578,0.9950195550918579,,,,,gelu,glorot_normal,,,,2,32,zeros,0.2,0.01,3.0,0.9,,,,,32.0,True,0.45,0.45,,1.0
long_signal,,LSTM,071,-1.45719712972641,0.9950390458106995,0.5,29.522361755371094,0.9949023723602295,,,,,gelu,he_normal,,,,1,32,he_normal,0.2,0.01,3.0,0.9,,,,,32.0,True,0.2,0.45,,2.0
long_signal,,LSTM,072,-1.743883454799652,0.9950390458106995,0.5,32.389225006103516,0.9949023723602295,,,,,gelu,glorot_normal,,,,1,32,zeros,0.5,0.01,1.5,0.1,,,,,32.0,True,0.45,0.2,,3.0
long_signal,,LSTM,073,-0.6707854628562928,0.9950390458106995,0.5,21.658245086669922,0.9950390458106995,,,,,relu,glorot_normal,,,,1,32,he_normal,0.5,0.01,3.0,0.1,,,,,32.0,False,0.45,0.2,,2.0
long_signal,,LSTM,074,-1.5973670482635498,0.9950390458106995,0.5011188387870789,30.93524932861328,0.9949804544448853,,,,,gelu,he_normal,,,,2,128,zeros,0.4,0.01,2.5,0.9,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,075,-1.5464585661888122,0.9950390458106995,0.5,30.414976119995117,0.9949609637260437,,,,,relu,glorot_normal,,,,2,128,zeros,0.1,0.01,1.0,0.9,,,,,32.0,True,0.45,0.45,,2.0
long_signal,,LSTM,076,-13.075747406482696,0.9950390458106995,0.5408331155776978,146.11619567871094,0.9950585961341858,,,,,gelu,glorot_normal,,,,1,128,zeros,0.5,0.0006185692703818299,1.0,0.9,,,,,32.0,True,0.2,0.2,,1.0
long_signal,,LSTM,077,-0.9517148375511169,0.9950390458106995,0.5,24.467538833618164,0.9950390458106995,,,,,gelu,glorot_normal,,,,1,128,he_normal,0.1,0.01,1.0,0.1,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,078,-4.902048814296722,0.9950390458106995,0.5,63.97087860107422,0.9951953291893005,,,,,relu,glorot_normal,,,,1,128,zeros,0.5,0.0008447404929886554,3.0,0.2,,,,,32.0,False,0.45,0.2,,1.0
long_signal,,LSTM,079,-1.527096688747406,0.9950390458106995,0.5,30.221357345581055,0.994921863079071,,,,,relu,he_normal,,,,1,32,zeros,0.5,0.01,3.0,0.1,,,,,32.0,False,0.45,0.45,,3.0
long_signal,,LSTM,080,-1.859218919277191,0.9950390458106995,0.5,33.542579650878906,0.9949609637260437,,,,,gelu,glorot_normal,,,,1,32,zeros,0.1,0.01,3.0,0.2,,,,,32.0,True,0.45,0.45,,3.0
long_signal,,LSTM,081,-3.204654633998871,0.9950390458106995,0.5,46.9969367980957,0.9950000047683716,,,,,gelu,he_normal,,,,1,32,he_normal,0.5,0.01,1.0,0.1,,,,,32.0,True,0.45,0.45,,3.0
long_signal,,LSTM,082,0.15024591684341426,0.9950390458106995,0.5,13.447931289672852,0.9947851300239563,,,,,relu,glorot_normal,,,,1,32,zeros,0.2,0.01,3.0,0.1,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,083,-1.509932053089142,0.9950390458106995,0.5000196695327759,30.049907684326172,0.9949609637260437,,,,,gelu,glorot_normal,,,,2,128,zeros,0.5,0.01,1.0,0.1,,,,,32.0,False,0.45,0.2,,1.0
long_signal,,LSTM,084,-12.164586973190307,0.9950390458106995,0.5373451113700867,136.96971130371094,0.9775586128234863,,,,,gelu,glorot_normal,,,,1,32,zeros,0.5,0.0009488326031431336,3.0,0.9,,,,,32.0,True,0.45,0.45,,1.0
long_signal,,LSTM,085,-0.5727633833885193,0.9950390458106995,0.5,20.678024291992188,0.9950585961341858,,,,,gelu,he_normal,,,,2,32,he_normal,0.1,0.01,3.0,0.9,,,,,32.0,False,0.2,0.25,,1.0
long_signal,,LSTM,086,-0.8110741972923279,0.9950390458106995,0.5,23.061132431030273,0.994824230670929,,,,,gelu,he_normal,,,,2,32,he_normal,0.5,0.01,2.0,0.1,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,087,-3.063786256313324,0.9950390458106995,0.5,45.588253021240234,0.9949414134025574,,,,,relu,glorot_normal,,,,2,128,zeros,0.5,0.00432507871819974,1.0,0.1,,,,,32.0,True,0.45,0.2,,3.0
long_signal,,LSTM,088,-0.36246751546859746,0.9950390458106995,0.5,18.57506561279297,0.9948046803474426,,,,,gelu,he_normal,,,,1,32,he_normal,0.30000000000000004,0.01,1.0,0.1,,,,,32.0,False,0.2,0.45,,1.0
long_signal,,LSTM,089,-0.5184766173362734,0.9950390458106995,0.5,20.135156631469727,0.9950781464576721,,,,,gelu,glorot_normal,,,,1,32,he_normal,0.1,0.01,3.0,0.30000000000000004,,,,,32.0,True,0.2,0.2,,1.0
long_signal,,LSTM,090,-0.6121219098567963,0.9950390458106995,0.49157389998435974,20.987348556518555,0.9949414134025574,,,,,gelu,glorot_normal,,,,1,32,he_normal,0.1,0.01,3.0,0.9,,,,,32.0,True,0.45,0.45,,1.0
long_signal,,LSTM,091,-2.548385179042816,0.9950390458106995,0.5,40.434242248535156,0.9951367378234863,,,,,gelu,glorot_normal,,,,2,128,zeros,0.5,0.01,1.0,0.9,,,,,32.0,True,0.45,0.45,,3.0
long_signal,,LSTM,092,-3.775578248500824,0.9950390458106995,0.5,52.706172943115234,0.994921863079071,,,,,relu,glorot_normal,,,,1,128,he_normal,0.5,0.001006682256333091,1.0,0.8,,,,,32.0,False,0.45,0.2,,1.0
long_signal,,LSTM,093,-0.6434617400169373,0.9950390458106995,0.5,21.385007858276367,0.9950585961341858,,,,,relu,he_normal,,,,1,32,he_normal,0.2,0.0037748910602538924,3.0,0.9,,,,,32.0,False,0.2,0.45,,1.0
long_signal,,LSTM,094,-14.778427249193193,0.9950390458106995,0.4999803602695465,162.73446655273438,0.9945507645606995,,,,,gelu,glorot_normal,,,,2,128,he_normal,0.5,0.0007137650172595556,3.0,0.9,,,,,32.0,False,0.45,0.2,,1.0
long_signal,,LSTM,095,-0.052408349514007524,0.9950390458106995,0.5,15.47447395324707,0.9950000047683716,,,,,relu,he_normal,,,,2,32,zeros,0.1,0.01,3.0,0.9,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,096,-1.2733044981956483,0.9950390458106995,0.5,27.683435440063477,0.9950390458106995,,,,,gelu,glorot_normal,,,,2,32,zeros,0.2,0.01,1.0,0.9,,,,,32.0,False,0.2,0.45,,1.0
long_signal,,LSTM,097,-10.914087998867036,0.9950390458106995,0.5,124.09127044677734,0.9950585961341858,,,,,gelu,glorot_normal,,,,2,128,zeros,0.1,0.01,1.0,0.9,,,,,128.0,False,0.2,0.2,,3.0
long_signal,,LSTM,098,-0.18357442617416386,0.9950390458106995,0.5,16.786134719848633,0.9950390458106995,,,,,relu,glorot_normal,,,,1,32,he_normal,0.5,0.00672294723658426,1.0,0.9,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,099,-2.694349229335785,0.9950390458106995,0.5,41.893882751464844,0.9947460889816284,,,,,gelu,glorot_normal,,,,1,128,zeros,0.2,0.01,1.0,0.1,,,,,32.0,True,0.45,0.45,,3.0
long_signal,,LSTM,100,-2.4384608626365663,0.9950390458106995,0.5,39.334999084472656,0.9949023723602295,,,,,relu,glorot_normal,,,,2,128,zeros,0.5,0.001404485763171895,1.0,0.9,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,101,-3.2136790633201597,0.9950390458106995,0.5,47.087181091308594,0.9948632717132568,,,,,gelu,he_normal,,,,1,32,he_normal,0.30000000000000004,0.01,3.0,0.5,,,,,32.0,True,0.45,0.45,,3.0
long_signal,,LSTM,102,-6.512658107280731,0.9950390458106995,0.46112990379333496,79.68827056884766,0.9950195550918579,,,,,gelu,glorot_normal,,,,1,128,zeros,0.5,0.01,1.0,0.9,,,,,128.0,False,0.2,0.45,,1.0
long_signal,,LSTM,103,-1.55970014333725,0.9950390458106995,0.5,30.547391891479492,0.9950000047683716,,,,,gelu,glorot_normal,,,,1,128,he_normal,0.5,0.01,1.0,0.8,,,,,32.0,True,0.45,0.2,,3.0
long_signal,,LSTM,104,-2.365359437465668,0.9950390458106995,0.5,38.60398483276367,0.9950000047683716,,,,,gelu,glorot_normal,,,,1,32,zeros,0.1,0.01,1.0,0.9,,,,,32.0,True,0.45,0.45,,3.0
long_signal,,LSTM,105,-1.0704843699932098,0.9950390458106995,0.4814469516277313,25.469703674316406,0.9950390458106995,,,,,gelu,glorot_normal,,,,1,32,zeros,0.5,0.01,1.0,0.1,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,106,-0.6714524626731873,0.9950390458106995,0.5,21.664915084838867,0.9950390458106995,,,,,gelu,glorot_normal,,,,1,32,zeros,0.5,0.01,3.0,0.1,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,107,-2.0671180129051208,0.9950390458106995,0.5,35.6215705871582,0.994921863079071,,,,,gelu,he_normal,,,,1,32,zeros,0.5,0.01,1.0,0.1,,,,,32.0,True,0.2,0.45,,3.0
long_signal,,LSTM,108,-4.563988435268402,0.9950390458106995,0.5,60.590274810791016,0.9950000047683716,,,,,relu,glorot_normal,,,,1,32,glorot_normal,0.1,0.01,1.0,0.9,,,,,128.0,False,0.2,0.45,,1.0
long_signal,,LSTM,109,-0.06702874898910527,0.9950390458106995,0.5,15.620677947998047,0.9949804544448853,,,,,relu,glorot_normal,,,,1,32,zeros,0.1,0.01,1.0,0.9,,,,,32.0,True,0.2,0.45,,1.0
long_signal,,LSTM,110,-10.957893139123916,0.9950390458106995,0.4613035023212433,124.1423568725586,0.9949023723602295,,,,,gelu,he_normal,,,,1,128,he_normal,0.5,0.0006421433165371351,1.0,0.1,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,111,-1.89822496175766,0.9950390458106995,0.5,33.932640075683594,0.9949414134025574,,,,,gelu,glorot_normal,,,,2,32,he_normal,0.5,0.01,1.0,0.30000000000000004,,,,,32.0,False,0.45,0.2,,3.0
long_signal,,LSTM,112,-6.020402699708939,0.9950390458106995,0.4972917139530182,75.12733459472656,0.9950976371765137,,,,,relu,he_normal,,,,1,32,he_normal,0.30000000000000004,0.0007281182063360119,3.0,0.9,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,113,-0.6937768340110777,0.9950390458106995,0.5,21.888158798217773,0.9948828220367432,,,,,relu,glorot_normal,,,,1,32,he_normal,0.5,0.0049514921025182726,3.0,0.9,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,114,-1.7296702742576597,0.9950390458106995,0.5,32.247093200683594,0.9950195550918579,,,,,gelu,he_normal,,,,1,32,he_normal,0.5,0.01,3.0,0.1,,,,,32.0,False,0.2,0.2,,3.0
long_signal,,LSTM,115,-1.2349223494529724,0.9950390458106995,0.5,27.29961395263672,0.994921863079071,,,,,relu,glorot_normal,,,,1,32,zeros,0.5,0.001310084449126827,1.0,0.7000000000000001,,,,,32.0,False,0.2,0.45,,1.0
long_signal,,LSTM,116,-0.044322526454925626,0.9950390458106995,0.5,15.39361572265625,0.9950976371765137,,,,,relu,glorot_normal,,,,1,32,he_normal,0.2,0.01,3.0,0.8,,,,,32.0,False,0.45,0.2,,1.0
long_signal,,LSTM,117,-1.4047755599021912,0.9950390458106995,0.5,28.998146057128906,0.9950976371765137,,,,,relu,glorot_normal,,,,1,32,he_normal,0.5,0.01,1.0,0.9,,,,,32.0,True,0.2,0.2,,3.0
long_signal,,LSTM,118,-0.6622626662254332,0.9950390458106995,0.5,21.573017120361328,0.9950976371765137,,,,,relu,he_normal,,,,2,128,zeros,0.5,0.01,3.0,0.1,,,,,32.0,False,0.45,0.35000000000000003,,1.0
long_signal,,LSTM,119,-1.3621349453926088,0.9950390458106995,0.4968005418777466,28.539745330810547,0.994921863079071,,,,,gelu,he_normal,,,,2,128,he_normal,0.5,0.01,1.0,0.5,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,120,-1.1600084424018862,0.9950390458106995,0.4831782579421997,26.38225746154785,0.9951171875,,,,,gelu,he_normal,,,,1,128,zeros,0.5,0.01,3.0,0.1,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,121,-0.10007671117782602,0.9950390458106995,0.5,15.951157569885254,0.9951757788658142,,,,,relu,glorot_normal,,,,1,128,zeros,0.5,0.01,1.0,0.1,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,122,-2.85556253194809,0.9950390458106995,0.5,43.50601577758789,0.9950976371765137,,,,,gelu,he_normal,,,,2,64,zeros,0.5,0.01,1.0,0.1,,,,,32.0,False,0.45,0.45,,3.0
long_signal,,LSTM,123,-0.27268708944320674,0.9950390458106995,0.5,17.677261352539062,0.9950390458106995,,,,,relu,glorot_normal,,,,2,128,zeros,0.1,0.01,3.0,0.9,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,124,-2.380467927455902,0.9950390458106995,0.5,38.755069732666016,0.9950195550918579,,,,,gelu,glorot_normal,,,,2,128,zeros,0.5,0.01,3.0,0.1,,,,,32.0,False,0.45,0.2,,3.0
long_signal,,LSTM,125,-1.6550967574119566,0.9950390458106995,0.5,31.501358032226562,0.9951171875,,,,,gelu,he_normal,,,,1,128,zeros,0.5,0.01,1.0,0.1,,,,,32.0,False,0.2,0.45,,3.0
long_signal,,LSTM,126,-8.58147691488266,0.9950390458106995,0.5,100.7651596069336,0.9951367378234863,,,,,relu,he_normal,,,,1,32,zeros,0.5,0.0005521581258212327,3.0,0.1,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,127,0.09240118265151986,0.9950390458106995,0.5,14.026378631591797,0.9949609637260437,,,,,relu,glorot_normal,,,,1,32,zeros,0.2,0.01,3.0,0.1,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,128,-0.6275851607322691,0.9950390458106995,0.5,21.226242065429688,0.9950195550918579,,,,,relu,he_normal,,,,1,32,zeros,0.1,0.01,3.0,0.1,,,,,32.0,False,0.2,0.45,,2.0
long_signal,,LSTM,129,-0.313139909505844,0.9950390458106995,0.49829229712486267,18.064712524414062,0.9949414134025574,,,,,gelu,glorot_normal,,,,1,32,he_normal,0.5,0.01,1.0,0.9,,,,,32.0,True,0.2,0.2,,1.0
long_signal,,LSTM,130,-2.224138581752777,0.9950390458106995,0.5,37.191776275634766,0.9949023723602295,,,,,gelu,he_normal,,,,1,128,zeros,0.1,0.01,1.0,0.9,,,,,32.0,True,0.2,0.45,,3.0
long_signal,,LSTM,131,-2.7761535048484802,0.9950390458106995,0.5,42.7119255065918,0.9949609637260437,,,,,relu,he_normal,,,,2,128,zeros,0.1,0.01,1.0,0.9,,,,,32.0,False,0.45,0.45,,3.0
long_signal,,LSTM,132,-1.025510537624359,0.9950390458106995,0.5,25.205495834350586,0.994921863079071,,,,,relu,glorot_normal,,,,1,96,zeros,0.1,0.0021963518670938295,1.0,0.1,,,,,32.0,False,0.2,0.45,,1.0
long_signal,,LSTM,133,-0.01998647451400748,0.9950390458106995,0.5,15.15025520324707,0.9950390458106995,,,,,relu,glorot_normal,,,,1,128,he_normal,0.2,0.01,3.0,0.1,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,134,-1.2532136321067808,0.9950390458106995,0.5,27.482526779174805,0.994824230670929,,,,,gelu,glorot_normal,,,,1,32,he_normal,0.30000000000000004,0.01,3.0,0.9,,,,,32.0,True,0.45,0.2,,3.0
long_signal,,LSTM,135,-1.471372354030609,0.9950390458106995,0.5,29.664113998413086,0.9950000047683716,,,,,relu,glorot_normal,,,,1,128,he_normal,0.1,0.01,1.0,0.9,,,,,32.0,True,0.2,0.2,,3.0
long_signal,,LSTM,136,-0.656649148464203,0.9950390458106995,0.5,21.516881942749023,0.9949804544448853,,,,,relu,he_normal,,,,1,32,he_normal,0.30000000000000004,0.01,3.0,0.1,,,,,32.0,False,0.2,0.45,,2.0
long_signal,,LSTM,137,-2.4625319838523865,0.9950390458106995,0.5,39.57571029663086,0.9949609637260437,,,,,gelu,glorot_normal,,,,2,128,zeros,0.1,0.01,3.0,0.9,,,,,32.0,True,0.45,0.2,,3.0
long_signal,,LSTM,138,-82.20180543661118,0.9950390458106995,0.5,836.9684448242188,0.9948437213897705,,,,,relu,glorot_normal,,,,2,128,zeros,0.5,0.00026433542714515755,1.0,0.9,,,,,32.0,True,0.45,0.2,,3.0
long_signal,,LSTM,139,-1.6235183119773864,0.9950390458106995,0.5,31.18557357788086,0.9949414134025574,,,,,relu,glorot_normal,,,,2,128,zeros,0.1,0.01,1.0,0.2,,,,,32.0,True,0.2,0.45,,3.0
long_signal,,LSTM,140,-1.3366633772850038,0.9950390458106995,0.5,28.31702423095703,0.994824230670929,,,,,relu,glorot_normal,,,,2,128,zeros,0.1,0.01,1.0,0.1,,,,,32.0,False,0.45,0.25,,3.0
long_signal,,LSTM,141,-0.211700189113617,0.9950390458106995,0.5,17.067392349243164,0.9950781464576721,,,,,relu,he_normal,,,,1,128,he_normal,0.5,0.01,3.0,0.9,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,142,-0.45747617483139047,0.9950390458106995,0.5,19.5251522064209,0.9950976371765137,,,,,relu,glorot_normal,,,,2,128,he_normal,0.5,0.01,1.5,0.1,,,,,32.0,False,0.45,0.2,,1.0
long_signal,,LSTM,143,-1.4504695296287538,0.9950390458106995,0.5,29.45508575439453,0.9948437213897705,,,,,relu,glorot_normal,,,,1,32,he_normal,0.5,0.01,1.0,0.1,,,,,32.0,True,0.45,0.2,,3.0
long_signal,,LSTM,144,-0.5066983580589293,0.9950390458106995,0.5,20.01737403869629,0.9950781464576721,,,,,relu,glorot_normal,,,,1,128,he_normal,0.5,0.004793836298430319,1.0,0.9,,,,,32.0,False,0.2,0.45,,1.0
long_signal,,LSTM,145,-0.5920093774795534,0.9950390458106995,0.5064318776130676,20.934803009033203,0.9949804544448853,,,,,gelu,glorot_normal,,,,1,128,zeros,0.5,0.01,1.0,0.9,,,,,32.0,False,0.45,0.45,,1.0
long_signal,,LSTM,146,-1.87924302816391,0.9950390458106995,0.5,33.742820739746094,0.9950585961341858,,,,,gelu,he_normal,,,,2,32,he_normal,0.2,0.01,1.0,0.1,,,,,32.0,False,0.2,0.2,,3.0
long_signal,,LSTM,147,-2.1964724898338317,0.9950390458106995,0.5,36.91511535644531,0.9950000047683716,,,,,gelu,he_normal,,,,1,128,he_normal,0.5,0.01,1.0,0.9,,,,,32.0,True,0.2,0.45,,3.0
long_signal,,LSTM,148,-1.4026099801063538,0.9950390458106995,0.4758714437484741,28.735204696655273,0.9948828220367432,,,,,gelu,he_normal,,,,2,128,he_normal,0.5,0.01,3.0,0.4,,,,,32.0,False,0.2,0.2,,1.0
long_signal,,LSTM,149,-1.0237796187400816,0.9950390458106995,0.5,25.188186645507812,0.9949609637260437,,,,,relu,glorot_normal,,,,2,32,zeros,0.5,0.01,1.0,0.1,,,,,32.0,False,0.45,0.45,,3.0
direction_14,14.0,GRU,000,-134.91602437496186,0.4935937523841858,0.5000010132789612,1359.09619140625,0.4920312464237213,,,,,gelu,glorot_normal,,,,2,32,glorot_normal,0.2,0.00905127409782462,2.5,0.9,,,,,32.0,,0.4,0.2,2.0,
direction_14,14.0,GRU,001,-16.250185549259186,0.5064062476158142,0.5,172.56591796875,0.508496105670929,,,,,relu,he_normal,,,,1,128,glorot_normal,0.30000000000000004,0.0006752863927347823,1.0,0.1,,,,,128.0,,0.15000000000000002,0.2,1.0,
direction_14,14.0,GRU,002,-436.55991159677507,0.5064062476158142,0.5000395774841309,4375.66357421875,0.5099413990974426,,,,,tanh,glorot_normal,,,,2,64,glorot_normal,0.4,0.004255555813913329,1.0,0.30000000000000004,,,,,96.0,,0.1,0.15000000000000002,3.0,
direction_14,14.0,GRU,003,-282.92007167339324,0.4935937523841858,0.5002017617225647,2839.138671875,0.4904101490974426,,,,,gelu,he_normal,,,,1,64,zeros,0.2,0.00014690651027379393,2.0,0.9,,,,,32.0,,0.15000000000000002,0.35,2.0,
direction_14,14.0,GRU,004,-226.9827490210533,0.4935937523841858,0.5,2279.763427734375,0.48966798186302185,,,,,gelu,glorot_normal,,,,1,96,zeros,0.5,0.008316141310476274,3.0,0.7000000000000001,,,,,128.0,,0.2,0.2,2.0,
direction_14,14.0,GRU,005,-3.0188344597816466,0.5064062476158142,0.5,40.25240707397461,0.5025195479393005,,,,,relu,he_normal,,,,1,32,he_normal,0.5,0.0003021384939866327,2.5,0.9,,,,,32.0,,0.35,0.25,1.0,
direction_14,14.0,GRU,006,-202.2670312523842,0.5064062476158142,0.5,2032.734375,0.5094335675239563,,,,,gelu,glorot_normal,,,,2,32,he_normal,0.30000000000000004,0.0010953574938066576,1.5,0.4,,,,,32.0,,0.4,0.4,2.0,
direction_14,14.0,GRU,007,-248.9971289038658,0.4935937523841858,0.5,2499.9072265625,0.4894335865974426,,,,,tanh,he_normal,,,,1,128,glorot_normal,0.30000000000000004,0.0064974404904634625,2.0,0.8,,,,,64.0,,0.1,0.15000000000000002,2.0,
direction_14,14.0,GRU,008,-68.1121812582016,0.4935937523841858,0.5005360245704651,691.0631103515625,0.49072265625,,,,,gelu,glorot_normal,,,,2,128,zeros,0.30000000000000004,0.0009452767099282696,2.5,0.7000000000000001,,,,,96.0,,0.35,0.30000000000000004,1.0,
direction_14,14.0,GRU,009,-327.0114780783653,0.4935937523841858,0.5057191848754883,3280.10791015625,0.494140625,,,,,gelu,glorot_normal,,,,1,32,zeros,0.4,0.0003243806953412315,2.5,0.8,,,,,32.0,,0.25,0.1,2.0,
direction_14,14.0,GRU,010,-443.38776526451113,0.5064062476158142,0.4956234097480774,4443.89794921875,0.5066601634025574,,,,,tanh,glorot_normal,,,,2,128,zeros,0.30000000000000004,0.0008019212661756024,1.0,0.30000000000000004,,,,,64.0,,0.1,0.4,2.0,
direction_14,14.0,GRU,011,-333.81327148675916,0.5064062476158142,0.5,3348.19677734375,0.5007421970367432,,,,,gelu,he_normal,,,,2,64,glorot_normal,0.5,0.0015525209418522444,2.5,0.5,,,,,64.0,,0.25,0.1,3.0,
direction_14,14.0,GRU,012,-6.02877060174942,0.5064062476158142,0.5,70.35176849365234,0.5092968940734863,,,,,relu,glorot_normal,,,,1,64,zeros,0.30000000000000004,0.00036151371126048177,2.0,0.4,,,,,64.0,,0.35,0.1,1.0,
direction_14,14.0,GRU,013,-19.773174130916594,0.4935937523841858,0.5,207.6676788330078,0.49314454197883606,,,,,relu,he_normal,,,,2,64,he_normal,0.4,0.00030969640670569564,2.5,0.30000000000000004,,,,,64.0,,0.1,0.4,2.0,
direction_14,14.0,GRU,014,-134.81395484805108,0.4935937523841858,0.49879905581474304,1358.0634765625,0.4898632764816284,,,,,gelu,glorot_normal,,,,2,128,zeros,0.4,0.0004827322539144281,1.5,0.7000000000000001,,,,,96.0,,0.4,0.25,1.0,
direction_14,14.0,GRU,015,-25.435637819767,0.5064062476158142,0.5,264.4204406738281,0.5094335675239563,,,,,relu,he_normal,,,,2,128,zeros,0.5,0.0008251039755551379,3.0,0.30000000000000004,,,,,128.0,,0.30000000000000004,0.2,2.0,
direction_14,14.0,GRU,016,-980.8639201402664,0.5071094036102295,0.500747799873352,9818.7177734375,0.5001562237739563,,,,,tanh,he_normal,,,,1,64,glorot_normal,0.1,0.00026384087338560336,2.0,0.30000000000000004,,,,,64.0,,0.2,0.1,2.0,
direction_14,14.0,GRU,017,-1862.8350375413895,0.49515625834465027,0.4987124502658844,18638.2890625,0.5029882788658142,,,,,tanh,he_normal,,,,1,128,glorot_normal,0.5,0.0002421696251742364,1.0,0.7000000000000001,,,,,96.0,,0.15000000000000002,0.35,3.0,
direction_14,14.0,GRU,018,-522.3150750160218,0.4935937523841858,0.5017804503440857,5233.1044921875,0.4908789098262787,,,,,tanh,glorot_normal,,,,2,96,zeros,0.30000000000000004,0.0009629861008872285,2.0,0.9,,,,,128.0,,0.2,0.1,2.0,
direction_14,14.0,GRU,019,-640.4032617211342,0.5064062476158142,0.5,6414.0966796875,0.5049023628234863,,,,,gelu,he_normal,,,,2,32,glorot_normal,0.2,0.0005347601471523541,2.0,0.4,,,,,96.0,,0.25,0.15000000000000002,3.0,
direction_14,14.0,GRU,020,-4.00165764093399,0.5064062476158142,0.5,50.08063888549805,0.5092968940734863,,,,,relu,glorot_normal,,,,1,32,glorot_normal,0.5,0.001998823411028348,2.0,0.2,,,,,32.0,,0.25,0.30000000000000004,3.0,
direction_14,14.0,GRU,021,-194.004478931427,0.4935937523841858,0.49924176931381226,1949.97314453125,0.4906640648841858,,,,,gelu,he_normal,,,,1,128,he_normal,0.30000000000000004,0.0012633033032926032,1.0,0.8,,,,,32.0,,0.15000000000000002,0.25,2.0,
direction_14,14.0,GRU,022,-1753.7369538247585,0.503710925579071,0.4966399371623993,17547.373046875,0.49800780415534973,,,,,tanh,he_normal,,,,2,32,zeros,0.2,0.00016560330324823594,1.0,0.4,,,,,128.0,,0.15000000000000002,0.25,2.0,
direction_14,14.0,GRU,023,-1.583125650882721,0.5064062476158142,0.5,25.89531898498535,0.5095898509025574,,,,,relu,glorot_normal,,,,1,128,glorot_normal,0.5,0.005198673201549641,3.0,0.1,,,,,32.0,,0.35,0.25,2.0,
direction_14,14.0,GRU,024,-10.829136049747467,0.5064062476158142,0.5,118.35542297363281,0.5083789229393005,,,,,gelu,glorot_normal,,,,2,128,he_normal,0.4,0.0036990629351355588,2.5,0.1,,,,,32.0,,0.35,0.1,1.0,
direction_14,14.0,GRU,025,-316.02167716026304,0.5052734613418579,0.5053735971450806,3170.3232421875,0.49992188811302185,,,,,tanh,glorot_normal,,,,1,64,zeros,0.4,0.00030290765989813667,1.0,0.1,,,,,128.0,,0.2,0.1,1.0,
direction_14,14.0,GRU,026,-119.72358154058456,0.4935937523841858,0.5,1207.1717529296875,0.49107420444488525,,,,,relu,he_normal,,,,2,64,he_normal,0.4,0.0013638404825740366,2.0,0.6,,,,,64.0,,0.30000000000000004,0.4,3.0,
direction_14,14.0,GRU,027,-813.2698786616326,0.5064062476158142,0.505355715751648,8142.81640625,0.5047851800918579,,,,,gelu,glorot_normal,,,,1,64,glorot_normal,0.5,0.00031570701500918154,1.0,0.1,,,,,128.0,,0.1,0.4,2.0,
