model_type,trial_id,val_loss,val_accuracy,accuracy,composite_score,num_conv_layers,filters,kernel_size,padding,activation,kernel_initializer,pool_size,strides,num_lstm_layers,units_first,forget_bias,dropout,recurrent_dropout,num_dense_layers,units,bias_initializer,dropout_rate,learning_rate,focal_gamma,focal_alpha
sell_trials_Conv1D_LSTM,011,308.15374755859375,0.9946874976158142,0.9069140553474426,1.1865337500572204,1,96,5,valid,gelu,glorot_normal,3,1,3,64,True,0.25,0.2,2,64,he_normal,0.5,0.0006620419808746878,1.5,0.1
sell_trials_Conv1D_LSTM,012,139.8407745361328,0.9946874976158142,0.9515625238418579,1.3548467230796815,3,96,3,valid,relu,he_normal,3,2,2,96,True,0.30000000000000004,0.25,2,32,glorot_normal,0.2,0.0005347601471523541,2.0,0.4
sell_trials_Conv1D_LSTM,014,296.9896240234375,0.9946874976158142,0.9954296946525574,1.1976978735923767,3,96,5,valid,relu,he_normal,3,2,3,128,False,0.35000000000000003,0.45,1,32,zeros,0.1,0.0001916346897390569,1.5,0.6
sell_trials_Conv1D_LSTM,015,7428.37255859375,0.9946874976158142,0.9280468821525574,-5.937415805101395,1,32,5,valid,gelu,glorot_normal,3,1,3,128,True,0.2,0.25,1,96,zeros,0.4,0.00015349183148720766,3.0,0.9
sell_trials_Conv1D_LSTM,016,45.964786529541016,0.9946874976158142,0.9950781464576721,1.4487227110862733,3,128,7,valid,relu,glorot_normal,3,2,1,64,False,0.2,0.25,1,96,zeros,0.1,0.0001154562309653233,3.0,0.5
sell_trials_Conv1D_LSTM,017,379.2281494140625,0.9946874976158142,0.5348437428474426,1.1141633942127227,1,96,5,valid,gelu,glorot_normal,3,2,2,64,True,0.30000000000000004,0.45,1,32,zeros,0.5,0.00011761309742767026,1.5,0.5
sell_trials_Conv1D_LSTM,018,26.772329330444336,0.9946874976158142,0.9948437213897705,1.4624870924949647,3,32,3,same,relu,he_normal,3,2,1,32,False,0.4,0.30000000000000004,2,64,he_normal,0.2,0.001772507252479043,1.0,0.6
sell_trials_Conv1D_LSTM,019,102.91796875,0.9946874976158142,0.8940234184265137,1.396756947517395,2,64,5,same,relu,glorot_normal,2,2,1,128,True,0.25,0.30000000000000004,2,64,glorot_normal,0.2,0.000642144054857491,1.0,0.2
sell_trials_Conv1D_LSTM,020,20.999387741088867,0.9946874976158142,0.9950390458106995,1.4669588646888734,2,128,3,valid,gelu,glorot_normal,2,1,1,32,False,0.25,0.25,2,96,he_normal,0.1,0.00829014608439077,1.5,0.7000000000000001
sell_trials_Conv1D_LSTM,022,1814.4052734375,0.9946874976158142,0.5481640696525574,-0.3197177758216858,2,96,5,same,relu,he_normal,2,2,3,64,True,0.45,0.35000000000000003,2,96,zeros,0.30000000000000004,0.0001688225189917974,2.5,0.6
sell_trials_Conv1D_LSTM,023,59.119544982910156,0.9946874976158142,0.9950390458106995,1.4355679526329042,2,32,5,same,gelu,glorot_normal,3,2,3,32,False,0.2,0.30000000000000004,1,128,he_normal,0.5,0.0016102851161552349,3.0,0.1
sell_trials_Conv1D_LSTM,024,6335.7451171875,0.9939844012260437,0.7678515911102295,-4.842028668642044,1,128,3,valid,gelu,he_normal,3,2,3,128,False,0.30000000000000004,0.30000000000000004,1,96,he_normal,0.2,0.0003918641276645972,2.5,0.4
sell_trials_Conv1D_LSTM,025,195.57733154296875,0.9946874976158142,0.9951171875,1.2991101660728455,2,128,5,same,relu,glorot_normal,3,2,3,96,False,0.30000000000000004,0.35000000000000003,1,96,zeros,0.5,0.0001074112012223909,2.5,0.6
sell_trials_Conv1D_LSTM,026,38.299320220947266,0.9946874976158142,0.9950000047683716,1.4613178391456605,3,96,7,valid,gelu,glorot_normal,2,2,1,32,True,0.4,0.25,1,128,glorot_normal,0.4,0.00042865485672462857,2.0,0.7000000000000001
sell_trials_Conv1D_LSTM,027,11983034.0,0.805859386920929,0.6499609351158142,-11981.702288052082,1,96,5,same,gelu,he_normal,3,1,1,96,False,0.45,0.2,2,64,zeros,0.5,0.002596905757124934,3.0,0.2
sell_trials_Conv1D_LSTM,028,139.45310974121094,0.9946874976158142,0.9201562404632568,1.3552343878746034,2,32,3,same,gelu,he_normal,2,2,2,96,True,0.25,0.25,1,32,he_normal,0.30000000000000004,0.0010413788678113095,1.5,0.30000000000000004
sell_trials_Conv1D_LSTM,030,79.0810317993164,0.9946874976158142,0.8126562237739563,1.3162453143596649,2,96,5,same,gelu,he_normal,3,1,1,32,False,0.4,0.35000000000000003,2,96,glorot_normal,0.1,0.0028168240891253142,1.0,0.9
sell_trials_Conv1D_LSTM,031,105.85038757324219,0.9946874976158142,0.9947656393051147,1.388837110042572,2,128,7,valid,relu,glorot_normal,2,1,2,128,False,0.35000000000000003,0.30000000000000004,1,32,glorot_normal,0.1,0.006756163745376442,2.5,0.4
sell_trials_Conv1D_LSTM,032,75.04486083984375,0.9946874976158142,0.8179296851158142,1.3993348574638367,2,64,5,same,gelu,glorot_normal,3,2,1,96,True,0.30000000000000004,0.4,1,32,zeros,0.5,0.0005420766784463195,1.0,0.7000000000000001
sell_trials_Conv1D_LSTM,033,146.56663513183594,0.9946874976158142,0.9287499785423279,1.3481208624839782,3,32,7,valid,gelu,glorot_normal,2,2,2,96,False,0.30000000000000004,0.4,2,32,zeros,0.2,0.0003570998050601327,2.5,0.2
sell_trials_Conv1D_LSTM,034,252.13755798339844,0.017890624701976776,0.32710936665534973,0.34273943918943406,2,96,7,same,relu,he_normal,3,2,1,96,True,0.30000000000000004,0.4,1,64,zeros,0.5,0.0002452623218992339,2.0,0.2
sell_trials_Conv1D_LSTM,035,131.5275421142578,0.9946874976158142,0.9544140696525574,1.366313160419464,2,96,3,same,relu,glorot_normal,2,2,1,128,True,0.4,0.25,2,64,glorot_normal,0.2,0.00013125030310243128,1.0,0.30000000000000004
sell_trials_Conv1D_LSTM,037,82.75775146484375,0.9946874976158142,0.9947265386581421,1.4119297461509706,3,96,5,valid,gelu,glorot_normal,3,1,2,96,True,0.4,0.25,1,96,he_normal,0.30000000000000004,0.005594661103196281,2.5,0.1
sell_trials_Conv1D_LSTM,038,278.6244201660156,0.9946874976158142,0.5164843797683716,1.2160630774497987,2,32,5,same,gelu,glorot_normal,2,1,3,32,False,0.45,0.35000000000000003,2,32,zeros,0.30000000000000004,0.0005342767472521939,1.5,0.6
sell_trials_Conv1D_LSTM,039,32.338096618652344,0.9946874976158142,0.994921863079071,1.4576709132194519,3,64,5,same,gelu,glorot_normal,2,1,1,32,True,0.35000000000000003,0.25,2,64,glorot_normal,0.30000000000000004,0.0017259745092203106,1.5,0.6
sell_trials_Conv1D_LSTM,040,173.98548889160156,0.9946874976158142,0.9949609637260437,1.3207020087242127,3,96,5,same,relu,glorot_normal,3,1,3,96,True,0.30000000000000004,0.45,1,32,he_normal,0.30000000000000004,0.0013960944101282333,1.0,0.8
sell_trials_Conv1D_LSTM,041,113.41192626953125,0.9925000071525574,0.6460546851158142,1.2765367398262024,2,96,3,same,gelu,he_normal,2,1,1,64,True,0.2,0.35000000000000003,2,96,zeros,0.5,0.00014304873855982043,3.0,0.7000000000000001
sell_trials_Conv1D_LSTM,042,44.58365249633789,0.9946874976158142,0.9949609637260437,1.4501038451194763,3,96,7,same,relu,glorot_normal,2,2,1,128,False,0.35000000000000003,0.30000000000000004,2,32,zeros,0.30000000000000004,0.004179706358511756,3.0,0.4
sell_trials_Conv1D_LSTM,043,270777184.0,0.904296875,0.6788281202316284,-270775.79801331426,3,32,7,valid,relu,he_normal,3,1,2,64,True,0.2,0.2,1,96,he_normal,0.5,0.002262219170980031,2.5,0.9
sell_trials_Conv1D_LSTM,045,101.24214172363281,0.9946874976158142,0.9914844036102295,1.4257493448257446,3,96,3,same,relu,glorot_normal,3,1,1,128,False,0.2,0.25,2,96,glorot_normal,0.2,0.0008905259819768822,1.5,0.6
sell_trials_Conv1D_LSTM,047,36341.015625,0.9946874976158142,0.9639843702316284,-34.84530018568039,2,96,7,same,relu,he_normal,3,2,3,32,True,0.2,0.45,1,128,glorot_normal,0.1,0.0036533709397454893,2.5,0.8
sell_trials_Conv1D_LSTM,048,38993156.0,0.7389843463897705,0.6891015768051147,-38991.953465592625,2,64,5,same,relu,he_normal,3,1,3,64,False,0.45,0.35000000000000003,1,64,glorot_normal,0.2,0.00011709124137255059,1.0,0.5
sell_trials_Conv1D_LSTM,049,177.52169799804688,0.9946874976158142,0.9947656393051147,1.3171657996177673,1,64,7,same,relu,glorot_normal,2,2,3,96,False,0.45,0.4,2,64,zeros,0.1,0.002248334710665683,1.5,0.4
sell_trials_Conv1D_LSTM,050,36.007911682128906,0.9946874976158142,0.9722656011581421,1.4819916181564332,1,128,7,valid,relu,glorot_normal,2,2,1,32,True,0.4,0.2,1,32,he_normal,0.2,0.00012112172105485867,1.5,0.5
sell_trials_Conv1D_LSTM,051,104.74667358398438,0.9946874976158142,0.9869140386581421,1.3899408240318298,1,32,3,valid,gelu,glorot_normal,2,2,2,32,True,0.25,0.4,1,64,he_normal,0.1,0.0011851307653475837,2.5,0.5
sell_trials_Conv1D_LSTM,052,2065.94384765625,0.9920312762260437,0.868359386920929,-0.5393776998519897,1,32,5,valid,gelu,glorot_normal,3,1,2,64,True,0.30000000000000004,0.35000000000000003,1,96,glorot_normal,0.1,0.0006438017060958744,3.0,0.4
sell_trials_Conv1D_LSTM,053,874.07958984375,0.742968738079071,0.680859386920929,0.35418617248535156,3,64,3,valid,relu,he_normal,2,1,2,32,False,0.2,0.35000000000000003,1,128,glorot_normal,0.2,0.00012982342634960264,2.0,0.6
sell_trials_Conv1D_LSTM,054,98.96149444580078,0.9946874976158142,0.9947656393051147,1.3957260031700134,2,64,7,same,relu,glorot_normal,2,2,2,128,True,0.30000000000000004,0.45,2,32,glorot_normal,0.2,0.006172427728586157,3.0,0.4
sell_trials_Conv1D_LSTM,055,44.01756286621094,0.9942968487739563,0.9599609375,1.512720456123352,1,96,5,same,gelu,he_normal,2,2,1,32,True,0.2,0.45,1,96,glorot_normal,0.4,0.00023815976224610507,2.0,0.9
sell_trials_Conv1D_LSTM,056,78.61628723144531,0.9946874976158142,0.925000011920929,1.4591320495605469,2,32,3,valid,gelu,he_normal,3,2,1,96,True,0.30000000000000004,0.25,1,128,glorot_normal,0.30000000000000004,0.001378263248778274,1.5,0.4
sell_trials_Conv1D_LSTM,057,57.07794952392578,0.9946874976158142,0.9949609637260437,1.4376095480918885,3,64,5,same,relu,he_normal,3,2,2,64,True,0.25,0.35000000000000003,1,32,he_normal,0.2,0.007083352517783958,3.0,0.2
sell_trials_Conv1D_LSTM,058,21156.0234375,0.9932031035423279,0.9923046827316284,-19.661838526248932,1,128,5,valid,relu,he_normal,2,2,1,64,True,0.35000000000000003,0.45,1,96,he_normal,0.30000000000000004,0.005227316838512897,1.5,0.1
sell_trials_Conv1D_LSTM,060,206.32818603515625,0.02656250074505806,0.3033203184604645,0.3367126148045063,1,96,3,valid,relu,he_normal,3,2,1,96,True,0.4,0.30000000000000004,1,96,glorot_normal,0.1,0.0005908066495367975,1.0,0.1
sell_trials_Conv1D_LSTM,061,74.62051391601562,0.9946874976158142,0.9948828220367432,1.4200669836997986,1,128,3,same,gelu,glorot_normal,2,2,2,64,False,0.45,0.2,2,32,zeros,0.1,0.0029262274467137263,3.0,0.2
sell_trials_Conv1D_LSTM,062,3753.76904296875,0.0053125000558793545,0.2473437488079071,-3.2868706337846816,1,64,5,same,relu,glorot_normal,3,2,3,96,False,0.25,0.45,1,64,glorot_normal,0.5,0.00044010071253490897,1.5,0.8
sell_trials_Conv1D_LSTM,064,131.39312744140625,0.9946874976158142,0.9950000047683716,1.363294370174408,2,128,5,valid,relu,glorot_normal,2,1,2,96,False,0.30000000000000004,0.35000000000000003,2,96,glorot_normal,0.5,0.001800627430497124,1.5,0.5
sell_trials_Conv1D_LSTM,065,648260.625,0.9921093583106995,0.9111328125,-646.793361569643,3,64,5,same,relu,he_normal,3,1,2,32,False,0.25,0.35000000000000003,2,32,he_normal,0.1,0.007821401515700141,3.0,0.2
sell_trials_Conv1D_LSTM,066,84.7365951538086,0.9946874976158142,0.9948046803474426,1.4099509024620056,3,32,7,valid,gelu,glorot_normal,2,2,2,96,True,0.2,0.2,1,64,zeros,0.1,0.0027125012322079677,2.5,0.9
sell_trials_Conv1D_LSTM,067,38.75522232055664,0.9945312738418579,0.9337499737739563,1.4339637913703918,3,32,7,same,gelu,he_normal,3,1,1,32,False,0.30000000000000004,0.30000000000000004,2,32,zeros,0.2,0.0011035755716780396,1.0,0.7000000000000001
sell_trials_Conv1D_LSTM,068,81.54491424560547,0.9946874976158142,0.9061718583106995,1.4132603621482849,2,64,7,same,gelu,glorot_normal,2,1,1,128,True,0.30000000000000004,0.45,2,32,zeros,0.4,0.0013908860156872532,3.0,0.1
sell_trials_Conv1D_LSTM,069,71.39747619628906,0.9946874976158142,0.9955078363418579,1.4232900214195252,3,128,3,same,gelu,glorot_normal,2,2,2,64,True,0.25,0.4,1,96,glorot_normal,0.1,0.001956762121160006,2.0,0.30000000000000004
sell_trials_Conv1D_LSTM,070,297.68658447265625,0.9946874976158142,0.9947656393051147,1.196961633682251,2,64,3,valid,gelu,glorot_normal,2,2,2,128,True,0.30000000000000004,0.2,1,128,zeros,0.2,0.0002747260640015175,2.5,0.5
sell_trials_Conv1D_LSTM,071,79.6457290649414,0.9946874976158142,0.9952343702316284,1.4150417685508727,3,64,3,same,gelu,glorot_normal,3,2,2,96,False,0.30000000000000004,0.35000000000000003,2,64,he_normal,0.2,0.003827419112302104,2.0,0.1
sell_trials_Conv1D_LSTM,072,19.176040649414062,0.9946874976158142,0.9953906536102295,1.4755114569664,2,64,3,same,relu,he_normal,3,2,1,32,False,0.2,0.45,1,96,zeros,0.1,0.001295758537401435,3.0,0.2
sell_trials_Conv1D_LSTM,073,31.8233699798584,0.9946874976158142,0.9951562285423279,1.388313081741333,3,96,5,valid,gelu,glorot_normal,3,2,1,64,True,0.4,0.2,1,64,zeros,0.1,0.003009543316227471,1.0,0.4
sell_trials_Conv1D_LSTM,074,73.87845611572266,0.9946874976158142,0.8238281011581421,1.4196309258937836,2,96,3,valid,gelu,glorot_normal,2,2,1,32,False,0.30000000000000004,0.30000000000000004,2,128,glorot_normal,0.4,0.00013509564982272783,1.5,0.1
sell_trials_Conv1D_LSTM,075,573.9998168945312,0.9946874976158142,0.9205077886581421,0.9206876807212829,1,96,5,same,gelu,glorot_normal,3,2,3,128,True,0.2,0.35000000000000003,1,32,zeros,0.1,0.00048676079674438253,2.5,0.9
sell_trials_Conv1D_LSTM,076,39.4680290222168,0.9946874976158142,0.9950390458106995,1.4552194685935973,2,128,5,same,relu,glorot_normal,3,2,3,32,False,0.2,0.45,1,32,he_normal,0.2,0.0026472835351361644,2.0,0.2
sell_trials_Conv1D_LSTM,077,29.525148391723633,0.9946093559265137,0.8146874904632568,1.4568372790813446,3,96,7,same,gelu,glorot_normal,2,2,1,32,True,0.35000000000000003,0.35000000000000003,1,96,zeros,0.1,0.0006035365857060101,2.5,0.9
sell_trials_Conv1D_LSTM,078,9115.1328125,0.9943749904632568,0.9060156345367432,-7.62843472146988,1,32,3,same,gelu,glorot_normal,3,1,3,128,True,0.2,0.4,1,128,zeros,0.4,0.00011581225034054408,2.5,0.2
sell_trials_Conv1D_LSTM,079,59.5692024230957,0.9946874976158142,0.9952734112739563,1.469355203151703,3,32,3,same,gelu,he_normal,2,2,1,64,False,0.25,0.30000000000000004,2,96,zeros,0.1,0.0016054098826187482,1.0,0.6
sell_trials_Conv1D_LSTM,080,122.5290756225586,0.9946874976158142,0.9951953291893005,1.3721584219932557,1,96,5,same,gelu,glorot_normal,3,2,2,64,True,0.45,0.30000000000000004,1,128,he_normal,0.30000000000000004,0.0012523475595748173,2.5,0.1
sell_trials_Conv1D_LSTM,081,290.66204833984375,0.9946874976158142,0.7737500071525574,1.2040254492759703,3,128,3,same,relu,glorot_normal,2,2,3,128,False,0.25,0.45,2,32,he_normal,0.4,0.00038086977413635456,1.0,0.7000000000000001
sell_trials_Conv1D_LSTM,082,130.2884979248047,0.9946874976158142,0.8100390434265137,1.3643989996910095,3,64,3,same,relu,glorot_normal,2,2,3,64,False,0.2,0.45,1,128,glorot_normal,0.2,0.00015506495091903772,3.0,0.30000000000000004
sell_trials_Conv1D_LSTM,083,259.14910888671875,0.9946874976158142,0.9353906512260437,1.2355383887290954,2,128,3,valid,gelu,glorot_normal,3,1,2,128,True,0.30000000000000004,0.30000000000000004,2,32,glorot_normal,0.2,0.0009218188824269163,2.0,0.1
sell_trials_Conv1D_LSTM,084,384493.09375,0.9876562356948853,0.7532421946525574,-382.98481031370164,2,64,7,same,gelu,he_normal,2,2,3,64,True,0.2,0.45,1,96,glorot_normal,0.1,0.01,3.0,0.1
sell_trials_Conv1D_LSTM,085,67.07633972167969,0.9946874976158142,0.9951953291893005,1.4276111578941346,3,96,3,same,relu,he_normal,2,2,1,128,False,0.30000000000000004,0.45,1,32,he_normal,0.1,0.004899781939758687,2.5,0.1
sell_trials_Conv1D_LSTM,086,1309.9337158203125,0.0053125000558793545,0.3799999952316284,-0.8046212157644332,1,96,3,valid,gelu,glorot_normal,2,1,3,96,False,0.2,0.35000000000000003,2,96,zeros,0.30000000000000004,0.0001,2.5,0.9
sell_trials_Conv1D_LSTM,087,29.950050354003906,0.9946874976158142,0.9953906536102295,1.4647374472618102,3,128,5,same,relu,he_normal,3,2,2,32,True,0.25,0.45,2,32,zeros,0.1,0.004374823372742415,1.5,0.4
sell_trials_Conv1D_LSTM,088,51.28407287597656,0.9946874976158142,0.994921863079071,1.4422645587921143,3,128,7,valid,gelu,glorot_normal,2,2,1,64,False,0.45,0.2,1,128,he_normal,0.1,0.0009045694083698481,2.5,0.1
sell_trials_Conv1D_LSTM,089,413.0978088378906,0.9946874976158142,0.6516015529632568,1.0815896887779237,1,32,3,valid,gelu,glorot_normal,3,2,3,96,False,0.2,0.2,1,64,zeros,0.30000000000000004,0.001444343950627475,1.5,0.1
sell_trials_Conv1D_LSTM,090,232.45806884765625,0.0053125000558793545,0.298828125,0.2728544312082231,3,96,3,same,relu,glorot_normal,3,2,3,128,True,0.35000000000000003,0.45,1,32,he_normal,0.4,0.0013313675357517958,1.5,0.2
sell_trials_Conv1D_LSTM,091,94.77526092529297,0.9946874976158142,0.9756640791893005,1.3999122366905212,1,128,7,same,gelu,glorot_normal,3,2,3,32,True,0.2,0.45,2,128,zeros,0.4,0.0012875307114814474,1.0,0.6
sell_trials_Conv1D_LSTM,092,159.6505889892578,0.9946874976158142,0.9932422041893005,1.3350369086265563,3,128,7,valid,gelu,glorot_normal,2,2,2,96,False,0.25,0.2,2,32,zeros,0.1,0.0002783022706443725,1.5,0.9
sell_trials_Conv1D_LSTM,093,33.70270919799805,0.9946874976158142,0.9949609637260437,1.4133760552406311,3,32,3,valid,gelu,he_normal,2,2,1,32,True,0.45,0.25,1,96,glorot_normal,0.1,0.0008213327624806651,2.0,0.1
sell_trials_Conv1D_LSTM,094,65.77629089355469,0.9946874976158142,0.7995703220367432,1.4339846348762513,3,128,7,valid,gelu,glorot_normal,2,2,1,64,True,0.45,0.35000000000000003,1,128,zeros,0.5,0.00021585044962630495,1.0,0.30000000000000004
sell_trials_Conv1D_LSTM,095,67.05717468261719,0.9943749904632568,0.9300390481948853,1.3304071006774902,1,32,7,same,gelu,glorot_normal,2,2,1,96,True,0.2,0.2,1,32,zeros,0.1,0.0003684163873048741,2.5,0.4
sell_trials_Conv1D_LSTM,096,11283.462890625,0.977343738079071,0.6933203339576721,-9.798744865894317,1,32,3,valid,gelu,glorot_normal,3,2,3,128,True,0.35000000000000003,0.30000000000000004,1,96,zeros,0.30000000000000004,0.0001,3.0,0.9
sell_trials_Conv1D_LSTM,097,304.2559814453125,0.9946874976158142,0.8254687786102295,1.1790313529968262,1,64,5,same,gelu,glorot_normal,2,2,2,96,False,0.2,0.45,1,96,he_normal,0.5,0.0005161774153918076,1.0,0.2
sell_trials_Conv1D_LSTM,098,105.8987808227539,0.9946874976158142,0.9951953291893005,1.3887887167930604,3,128,3,valid,relu,glorot_normal,3,2,2,96,False,0.35000000000000003,0.45,2,128,zeros,0.1,0.0021893815618441947,2.0,0.9
sell_trials_Conv1D_LSTM,099,86.5721664428711,0.9946874976158142,0.9955468773841858,1.408115331172943,3,32,5,same,gelu,glorot_normal,2,2,3,128,True,0.35000000000000003,0.25,1,32,zeros,0.1,0.01,2.0,0.8
sell_trials_Conv1D_LSTM,100,63.53468322753906,0.9946874976158142,0.9102343916893005,1.442139500141144,1,128,3,valid,gelu,glorot_normal,2,2,1,32,True,0.45,0.2,2,128,glorot_normal,0.30000000000000004,0.0005247871769484407,1.0,0.9
sell_trials_Conv1D_LSTM,101,312721.65625,0.9946874976158142,0.9948046803474426,-311.2267331352234,2,96,3,same,relu,he_normal,3,2,3,64,True,0.2,0.45,2,128,he_normal,0.1,0.01,2.5,0.1
sell_trials_Conv1D_LSTM,102,36.7440185546875,0.9946874976158142,0.9374609589576721,1.4006642200946808,3,96,3,same,gelu,glorot_normal,3,1,1,32,False,0.25,0.45,2,32,glorot_normal,0.2,0.0004727385311278564,1.0,0.8
sell_trials_Conv1D_LSTM,103,47.21098709106445,0.9946874976158142,0.9950781464576721,1.4474765105247498,1,128,5,same,relu,he_normal,2,2,3,32,False,0.2,0.45,1,128,zeros,0.1,0.005553604299636485,2.5,0.9
sell_trials_Conv1D_LSTM,104,15003370.0,0.9946874976158142,0.9927343726158142,-15001.875312502385,1,32,3,same,gelu,he_normal,3,2,1,128,True,0.25,0.25,1,128,glorot_normal,0.1,0.01,1.0,0.1
sell_trials_Conv1D_LSTM,105,127.71138000488281,0.9946874976158142,0.9948437213897705,1.3669761176109314,2,128,7,valid,gelu,glorot_normal,2,2,3,64,True,0.35000000000000003,0.2,1,64,zeros,0.1,0.0008822879277474242,3.0,0.4
sell_trials_Conv1D_LSTM,106,122.53076934814453,0.0053125000558793545,0.2504296898841858,0.3827817307077348,2,64,3,same,gelu,glorot_normal,3,2,3,32,True,0.2,0.30000000000000004,2,32,glorot_normal,0.5,0.0001,2.5,0.1
sell_trials_Conv1D_LSTM,108,49.37712860107422,0.9946874976158142,0.9952734112739563,1.44531036901474,3,128,5,same,gelu,glorot_normal,2,1,2,64,True,0.45,0.45,2,32,he_normal,0.1,0.01,1.0,0.7000000000000001
sell_trials_Conv1D_LSTM,109,106.38710021972656,0.9946874976158142,0.9635546803474426,1.3917516255378723,3,64,3,valid,gelu,glorot_normal,3,2,1,128,False,0.45,0.30000000000000004,1,128,glorot_normal,0.30000000000000004,0.00039364296688079617,2.0,0.1
sell_trials_Conv1D_LSTM,110,37.65298080444336,0.9946874976158142,0.9950781464576721,1.4570345168113708,3,32,3,same,relu,he_normal,2,2,2,32,True,0.2,0.45,2,32,he_normal,0.1,0.0011468817268977783,3.0,0.1
sell_trials_Conv1D_LSTM,111,154.6807861328125,0.9946874976158142,0.816601574420929,1.3400067114830017,3,32,3,valid,gelu,glorot_normal,2,2,2,128,False,0.2,0.25,1,32,zeros,0.1,0.000911096578493419,3.0,0.9
sell_trials_Conv1D_LSTM,112,365221.875,0.9888281226158142,0.9041796922683716,-363.74774466753007,1,32,3,valid,gelu,glorot_normal,3,1,3,128,True,0.2,0.2,2,32,zeros,0.1,0.0001,3.0,0.5
sell_trials_Conv1D_LSTM,113,191.34988403320312,0.9946874976158142,0.9952343702316284,1.3033376135826111,3,128,7,same,relu,glorot_normal,3,2,3,128,True,0.2,0.45,1,32,glorot_normal,0.1,0.003227423652506485,1.0,0.9
sell_trials_Conv1D_LSTM,114,72.42975616455078,0.6279687285423279,0.5231640338897705,1.067999442577362,3,128,3,valid,relu,he_normal,2,2,1,64,False,0.2,0.45,1,128,glorot_normal,0.1,0.0001,2.0,0.4
sell_trials_Conv1D_LSTM,115,52.50227355957031,0.9946874976158142,0.9947265386581421,1.4421852240562438,1,64,7,same,gelu,glorot_normal,3,2,3,32,False,0.2,0.45,1,128,zeros,0.1,0.0019082782561175965,3.0,0.6
sell_trials_Conv1D_LSTM,116,37.79814529418945,0.0053125000558793545,0.27734375,0.4207817204557359,3,128,5,same,gelu,glorot_normal,2,2,1,32,True,0.45,0.2,1,64,glorot_normal,0.5,0.0001,2.5,0.4
sell_trials_Conv1D_LSTM,118,35.95887756347656,0.9946874976158142,0.995312511920929,1.4587286200523377,2,128,3,valid,gelu,glorot_normal,2,1,3,32,True,0.45,0.35000000000000003,1,128,glorot_normal,0.30000000000000004,0.01,2.0,0.1
sell_trials_Conv1D_LSTM,119,82.3232421875,0.0053125000558793545,0.05878906324505806,0.4065508332811296,3,64,7,valid,gelu,glorot_normal,2,2,1,32,True,0.45,0.2,2,128,zeros,0.1,0.0001,1.5,0.6
